"","x"
"236","Volunteer David drove our relief truck to help @RedCrossMiss w/ relief efforts in Tupelo. via @telesara http://t.co/UQp3tYEchr"
"237","#Flood #Facts vs. Myths - know what's real. Get more info here: http://t.co/Hpco6XDU4C http://t.co/LJrYqvNWN0"
"238","Lots of #severeweather happening...make sure you're ready w/ the #tornado app http://t.co/aXWyIjtpsZ http://t.co/pCa0tcZRDh"
"239","Know the difference b/w #Warning and #Watch when talking about #tornado and #flood - be prepared! http://t.co/dJO9XtwMxp"
"240","MT @ArkRedCross #RedCross shelter opened at St. Joseph's Catholic Church, 1115 College Avenue, Conway, AR #arwx #ARtornado"
"241","MT @SEMORedCross storms = rain. What to do is in the palm of your hand. http://t.co/Hpco6XDU4C #flood #arwx #mowx #kswx #okwx"
"242","Phone calls to affected areas will be hard. Keep checking texts, social posts, or Safe and Well http://t.co/MS2Q727Smq"
"243","Follow #GRSC today as youth volunteers carry out the world's largest refugee simulation! Join us Sun. to discuss: http://t.co/prcJ5JAoje"
"244","Almost 300 @RedCross workers, &gt;50% local, have helped run shelters, deliver meals, offer emotional support in WA. #530slide #OsoSlide"
"245","PIC: Lunches packed by Darrington community members were delivered by Red Cross volunteers. #530landslide #OsoSlide http://t.co/JJIIThxda1"
"246","{PIC} The #RedCross light is shining bright tonight @EmpireStateBldg for March is Red Cross Month! http://t.co/afKro885xn"
"247","The Red Cross continues to provide support and comfort to familes after the #530slide: http://t.co/FqB9MSxFYy http://t.co/2Jxq3vY7ir"
"248","The #RedCross is responding to the #530slide in WA State, please follow @RedCrossWWA and @RedCrossSnoco 4 the latest updates"
"249","Hey #Spring, welcome back, please stay awhile, we're ready to hit the pool: http://t.co/0EbDGSSiQh http://t.co/KcsYDtd1qg"
"250","@Brittkneec13 glad to be able to assist tonight."
"251","#SpringBreak Safety Tip: Don't drink &amp; DIVE, get more #SpringBreak safety tips from the #RedCross here: http://t.co/0EbDGSSiQh"
"252","Happy First Day of Spring! Here's what's on our #spring cleaning list: http://t.co/ryVSukiyUv #survivalkit"
"253","#FloodMyth: Your SUV can float over floodwaters.  Get the #facts from the #RedCross and @weatherchannel http://t.co/BEAyhFuBoz"
"254","@KailyWhitaker so glad that we can be BFFs!  #RedCross"
"255","During #RedCrossMonth all heroes don't wear capes, some prefer dancing shoes: http://t.co/HlPnDHM6n2 #DWTS #RedCrossYouth"
"256","FACT: Flash floods can occur even if no rain has fallen. Learn more w/our new free flood #app: http://t.co/iVnbuLlzPp http://t.co/mVusF5Ibv6"
"257","@MrArmstrong13  kudos to @JessicaMonaldo!  Lets stay in contact would love to share your story with more folks to get the word out."
"258","In honor of #RedCross month here's a ""Happy"" Dance: http://t.co/03hSvACtTG  #DWTS #BeAHero"
"259","Be prepared for future earthquakes with our FREE #RedCross #earthquake app: http://t.co/35mQYq0xvk #LAEarthquake"
"260","Here's what to do after an earthquake hits: http://t.co/HcpPXW6l25 #LAEarthquake #LosAngeles"
"261","Congrats to our friend @SamChampion on launching #AMHQ on @WeatherChannel! We forecast a great show! http://t.co/tUEAchiXlD"
"262","#MarchMadness is here &amp; preparedness is the #1 seed in our bracket: http://t.co/AbJ0Fw7g9V"
"263","Make it a Happy Friday for someone, schedule a blood donation 2 day! It's easy as #Pi! http://t.co/RzXX7atTTy #PiDay"
"264","We’re turning #REDforSYRIA in solidarity w/volunteers&amp;aid workers who risk their lives to help. Join us: http://t.co/jj3bvDiFma #Syria"
"265","@lizdahlem and thanks you and your team for providing coverage and updates."
"266","@HarmonyHunter14 and we are thankful for platelet donors like you!  #RedCross"
"267","@RoadsForLife heres a link for contact info for the Lebanese Red Cross: http://t.co/SRNRgZSNQ4"
"268","@gizzyfbaby looking forward to you taking time to #BeAHero for #RedCross next Weds."
"269","@pdbarringer double thanks goes to you pastor for taking the time to #BeAHero! #RedCross"
"270","A tribute to the amazing women of the #RedCross cantene service:  http://t.co/io4KsVJsSm  #WomensHistoryMonth http://t.co/v0T6lkUffB"
"271","Here's how we're assisting people affected by the #EastHarlemExplosion: http://t.co/qRCZYZN97T (via @redcrossny) http://t.co/Gl0kwATwjn"
"272","Follow @redcrossny for the latest updates on the #RedCross response to the #EastHarlemExplosion today."
"273","@ColonelNBreen congrats on passing the class!"
"274","@AmberRachelle11 you also made a difference today Amber! Way to #BeAHero"
"275","@marenjjohnson we're so vein :) #RedCross"
"276","@ULuvTish thanks for spreading the word Patti!  Good job, you should offer people cake too, I'm sure they would join you then! #RedCross"
"277","@NikiTaylorInc niki, we are so happy to have you on our team! #BeAHero"
"278","@ambeerleighxo way to go! #BeAHero"
"279","One blood donor's name will be added 2 our car in April &amp; it could be you:  http://t.co/YV3blZciG9  #Kobalt400 http://t.co/fDL6SXe2c2"
"280","Share why you're proud to #giveblood using #ImProud2Give and we'll #post-it our #Kobalt400 #3M twitter wall! http://t.co/Cp8cNgDm6t"
"281","Countdown to #DaylightSavingTime2014 dont forget to #springforward and also to change your smoke detector batteries #BeAHero"
"282","TONITE: Set your clock forward 4 #DaylightSavingsTime to save light and  change your smoke alarm batteries to save lives."
"283","@AdSupplyWille thanks for volunteering!"
"284","@kristavoda thanks for the tweet and the photo @163MTEAM!  We are super excited to hit the track this week! #ImProud2Give"
"285","Calling all blood donors, we want to hear from you today!  Use #ImProud2give to let us know why you give blood! #BeAHero"
"286","@champagne_nick we second that shoutout to @mkc419!  You rock!"
"287","Here's what @NASCAR driver &amp; blood donor @gbiffle will be driving this weekend at the #Kobalt400! http://t.co/pe3AiCNxqu"
"288","#RedCross instructor Jorge Medina shares infant #CPR tips @Univision today w/family of baby saved by #CPR on hwy http://t.co/6PG6cypNNo"
"289","The #RedCross and @WeatherChannel are separating #myths from facts this #tornado season: http://t.co/UEqopS0neh"
"290","In honor of #RedCross Month &amp; #NationalPancakeDay here's a ""stack"" of ways you can #BeAHero: http://t.co/pOjZx2OZWp"
"291","{VIDEO} Ukranian #RedCross teams are working in #Kiev, providing first aid to the wounded from both sides http://t.co/Oz68QeehEJ"
"292","@tbish_14 hey taylor you can still #BeAHero this month, here are some ideas http://t.co/vkbaUWk1Hg"
"293","@LaurenEvans10 Lauren and Andy,  thats some of the best news we have heard all day! #RedCross Month! @WilxTV"
"294","@DeejayDj thanks for the shoutout!"
"295","Hey @WhoopiGoldberg we agree that all heroes don't need capes.   Heres to our #EveryDayHeroes! http://t.co/gXPwLbpTUQ"
"296","For best potentially life saving gift, the award goes to our #blood, #plasma and #platelet donors!  #EveryDayHeroes #TheOscars2014"
"297","We have a write-in vote for the #Oscars2014 #EveryDayHeroes montage -- our 500,000 volunteers across the country!  #BeAHero"
"298","Winter weather led to 1,000 blood drive cancellations.   Will u help us meet the need?  http://t.co/tPaej99zGt http://t.co/kK2fMyVtPe"
"299","Kudos to Clint Eastwood for performing #CPR last weekend to save a life!  Way to go! #CPRsaveslives"
"300","In the months after typhoon #Haiyan here's how we are helping the survivors to rebuild: http://t.co/hYDXVh5BVC"
"301","Here's a glimpse of our relief efforts In the #Philippines through the eyes of volunteer Winner Romeril: http://t.co/no7VVQ7F52"
"302","Inspired by the #OpeningCeremony to pursue your own #Olympics2014 dreams at home?  We got ya covered: http://t.co/Se6t3KdbfU"
"303","Best of luck to the @USOlympic team as they go for #gold in #Sochi http://t.co/2SNzWGqlnR"
"304","@MattCordell @TACRedCross @NCEmergency way to go Matt!  Congrats on getting certified!"
"305","@beckyhart58 sending us the pic of your #RedCross bear made our day today! http://t.co/ZBv46SLrbS"
"306","@ASPCA_APCC thanks for the shout out on the #PetFirst Aid app!"
"307","@caitmcm11 hey caitlyn, we are told that the @Keebler cookies you get after donating blood have magic powers so you may want to try it :)"
"308","@beckyhart58 happy to have been able to help!  You should tweet us a pic of your #RedCross bear!"
"309","Wishing a #happyfriday to all of our #RedCrossers and friends around the world!"
"310","@TrevorLaRene Coach T way to get in the game today!   Thanks for donating #platelets today! We appreciate it :)"
"311","@Bardicvoice hey mary that is an excellent way to spend the day!  thanks for donating #platelets!  enjoy #supernatural :)"
"312","Thanks @DrOz for spreading the word about our FREE first aid app!  http://t.co/nKw5nZTKpT"
"313","@vulpesgirl hey leila, if you close your eyes and think about the lives you are saving that can help overcome the fear! :)"
"314","Are you sick of #winter #storms and #snow? What a coincidence, we are too. Stay Warm! https://t.co/fqd8xnd6At"
"315","Hey @RedCrossWWA you all set to help keep the #12s safe and warm on the parade route during #Celebrate48 today?"
"316","Scheduling a blood donation may not change the weather outside but saving lives can brighten your day:  http://t.co/g3cUQJjxXY"
"317","Follow the @PrepareCenter event this morning on Innovation in Urban Disaster Preparedness via livestream or #GDPC: http://t.co/m0pHeToG8l"
"318","What should you do when there's a power outage?  Here's 4 bright ideas: http://t.co/wv31LL7BWv"
"319","#RedCross instructor @LipicaShah serving up some #kitchen safety tips on the  @DrOz show 2 day! http://t.co/MI7IDLaIcW"
"320","From our Services to Armed Forces team:  here's six #military moments from the #Super Bowl http://t.co/2Yn25aQL1u"
"321","Hi Heather, we do have a FREE First Aid App that you can download here: http://t.co/jt83DrgiAa @WondHerful @klgandhoda"
"322","To beat the #flu on #SuperBowl Sunday remember this tip, don't use your hands when dipping in the chips! http://t.co/d6LveMi7yN"
"323","Best part of the #puppybowl all of the players go home winners!"
"324","Here's a super story of a blood donor who won #SuperBowl tix!  Read more: http://t.co/MmcC3o6eal"
"325","Be your pet's #MVP! After the #PuppyBowl get your paws on our new Pet First Aid App http://t.co/3JkFxzAJau http://t.co/krg5E9k8ZI"
"326","VIDEO:#CoachRC has tips on how to keep the flu from sidelining your #SuperBowl party: http://t.co/5AsU5jT8Ai"
"327","@LipicaShah Thank you so much for your support! We're proud to have you represent us!"
"328","@RedMoonTeam Great to hear! Thanks for getting trained in these lifesaving skills. :)"
"329","Hey @Seahawks and @Broncos here are four cold weather tips to add to your #SuperBowl gameplan http://t.co/qXqF7cQFMM"
"330","Don't let the flu sideline your #SuperBowl party! Here's 7 tips to keep the flu on the bench http://t.co/d6LveMi7yN"
"331","Donating blood for the first time?  Here's some advice from #RedCrosser @hrstroud http://t.co/w9LmQhAiba"
"332","FACT: Heating fires are the second leading cause of home fires.  Here's how to safely heat your home this winter: http://t.co/E35JB0fMRZ"
"333","@dianetamara thank you so much for donating! We're glad to hear that it went well."
"334","@BradNitzWSB @ricosuave1911 Follow @AtlantaRedCross for the latest- they are providing food+water to those stranded."
"335","@katiebravesfan We're so glad we were able to help. Hoping that you will be able to return home soon."
"336","5 easy ways to prevent your pipes from freezing tonight http://t.co/6UXm7wtY68"
"337","Just in time for this latest round of #winter weather, here's 10 tips to stay safe &amp; warm: http://t.co/JM6zLo6cNh"
"338","Free cookies enticed @hrstroud to #donate #blood for the first time. YAY! https://t.co/eDikf0anIl"
"339","More #winter storms headed your way?   Here's five things to do right now to prepare: http://t.co/Z8dtx9eaSI"
"340","Calling all Type O's, and that's not a typo :)  Type-O #blood donors are needed now, visit http://t.co/nm46PIcOzy to make an appt 2 day"
"341","Here's 10 ways to keep the flu bug from buzzing in your workplace: http://t.co/t8IAxsMC22"
"342","This remix of @lordemusic's 'royals' with some emergency prep tips is music to our ears http://t.co/ZpSwyd45gz #GRAMMYs"
"343","Ever wonder what impact blood donations have?  Meet 8 year old heart patient Jacqueline Rodgers http://t.co/wTiI9XNMIf"
"344","@ScliffetKing whats the puppy's name?  They are lucky to have such a great family.  Thanks for downloading the #Pet First Aid App!"
"345","@john_oco thank you so much for your donation today! #HiFive for you!"
"346","@davehaasjr thanks dave, glad you liked our #SimCity integration!"
"347","Even at 2AM, the #RedCross is there to help: http://t.co/D0OV4kIcV9"
"348","@InnisKate Hi Kate, visit http://t.co/nm46PIcOzy to make an appt. Thanks for reaching out!  #72hoursofhope"
"349","Each blood donation you make could help save up to three lives. Give a gift that gives back: http://t.co/BDkRzAkcB0 #72hrsofhope"
"350","@Doc_Blue David thanks for that feedback we will pass it along to the team and also thanks for being a blood donor!"
"351","80% of Typhoon #Haiyan survivors have started repairing their homes. #Infographic from @ShelterCluster: http://t.co/KefSwx9T56"
"352","@MollySmithNews we appreciate you dashing through the snow to make a holiday donation!  Have a great day!"
"353","@Scott_Couch thanks for playing a role in saving lives today by giving blood! #kudos!"
"354","Our thoughts and prayers are with the families of #Newtown today."
"355","@DrMacKenna Hi Holly, we just sent you a DM."
"356","How to help the family pet weather winter storms, tips on winter safety for pets http://t.co/3caoVXNrNE"
"357","@tristameadlo happy birthday trista!  Thanks for taking time to #givewithmeaning on your special day! http://t.co/fMUAKRScaA"
"358","ICYMI: Here are our top 10 safety tips to help you weather this latest round of winter storms http://t.co/l7qbrNDdW5"
"359","@imleroythethird hi leroy, we just sent you a DM with an address to send your #HolidayMail cards to.  Thanks again!"
"360","@brookehenson wow 5 times in one year!  thank you so much for donating blood and helping to save lives! #kudos"
"361","Our buddy #ClarenceBarton has some winter weather advice for you https://t.co/lzCo9DZu7L #getthekit"
"362","Don't forget to send in your #HolidayMail for our heroes today! http://t.co/SK2dYJmjm8"
"363","#NelsonMandela -- activist, leader, and true humanitarian, your legacy of service to all mankind will forever be an inspiration to all."
"364","@josephcaserto thanks so much!"
"365","Don't be left in the dark during a power outage this winter, here's a few bright ideas for how to prepare: http://t.co/OigsORw4Yn"
"366","@josephcaserto the #HolidayMail cards need to be postmarked by 12/6."
"367","Are you in the path of the #winterstorm or affected by the #coldsnap? Stay informed and get prepared w/safety tips: http://t.co/9u1RA6cSv4"
"368","@KekesKidrauhl thanks Chelsea for supporting #GivingTuesday! Here's a treat from us. http://t.co/Jg7pY9f0hD"
"369","@Marshall_ATO way to go fellas!  Thanks for supporting the #HolidayMail program! http://t.co/GXkM5liouO"
"370","@JessicaGr33n hey jessica, thanks for your support of #GIvingTuesday, here's an extra treat from us! http://t.co/JOGodQV5tJ"
"371","@jturk17 hey jessica thanks for giving blood today for #GivingTuesday! Here's an extra treat from us! http://t.co/IzcDxCMnD8"
"372","@clmgiudici thank you so much for your support!"
"373","Thanks @carmenelectra @NancyODell and @KekePalmer for closing our #GivingTuesday with a bang!  #givewithmeaning http://t.co/8NATbNxXAh"
"374","Your willingness to #givewithmeaning makes us proud to do what we do. Frm our leader Gail McGovern: #GivingTuesday http://t.co/CakfCRvM9k"
"375","@bugrobertson Thanks for sending along your support today!  So sweet - just like this cuddly bear :) http://t.co/1GyukIwI3X"
"376","@jturk17 @edsheeran we aim for a ""rock out while you bleed out"" experience! Thanks for being a blood donor! http://t.co/31afxunIs8"
"377","@Marcus_JH THANK YOU for being a donor!"
"378","@carmenelectra We'd like to THANK YOU for your support with this flying turtle - you're awesome!  #GivingTuesday http://t.co/g9DZfi9tUM"
"379","@JLo We also love the spirit of #GivingTuesday! Thanks for participating. Here, have a singing unicorn! http://t.co/fxJGkNHu85"
"380","@SweetMelissa18 THANK YOU for your donation! We have a nice unicorn to give you as a sign of our gratitude! http://t.co/QvqLBdzKDo"
"381","@JenMNRN good job on donating blood for #GivingTuesday! we're proud of you! http://t.co/iqORRBInVS"
"382","A blanket + cot are one of the first things you'll receive at a shelter http://t.co/1jsA5cVU4M #GivingTuesday http://t.co/k5onF21fAA"
"383","@breakingnycnews @htimms here's a big apple for our friends in the big apple! http://t.co/JX0XvADCa7"
"384","@htimms you're pretty cool for all the work you do w/ #GivingTuesday - thx for participating in our part of it! http://t.co/2H4H9RdYBj"
"385","@SarahCentrella Thank you once again for sharing it! http://t.co/ZMA9YZxcal"
"386","@the_shizknit Thanks so much for your support! Happy #GivingTuesday! @Heifer @ItsTheVan"
"387","@JBitsBlog We'll definitely pass this on to our finance folks - if you have material to share please do!"
"388","For the next 2 hrs, we're focusing on showing some #GivingTuesday support for our military: http://t.co/cnwBgqwQXj http://t.co/JJzU8cyVqK"
"389","@JBitsBlog Our apologies for the slow reply - unfortunately, we do not accept #bitcoin donations at this time!"
"390","Happy #GivingTuesday! We'll be sharing stories throughout the day abt the impact your donation makes. Tune in &amp; #givewithmeaning today!"
"391","Test your cooking safety skills&amp;be ready like paper hero #ClarenceBarton! http://t.co/paL3BGeeeW  #HappyThanksgiving https://t.co/nwepXZfJAI"
"392","@StLNetworkGuru Wonderful to hear! Thanks so much for your support of #holidaymail for heroes!"
"393","@mmrobins great to hear that! Thanks for calling."
