"","x"
"236","At least 126 people, mostly children, killed in #Pakistan Taliban attack on Peshawar school. http://t.co/fdVGOGSGP5 via @BBCNews"
"237","@spandlegax http://t.co/supVx5mwJc"
"238","What’s behind the arrests of 27 journalists, press &amp; media figures in #Turkey? http://t.co/DkV7jS1pas http://t.co/xkH5GvYQMZ"
"239","@RobertBulechek Thanks for your support, Robert!"
"240","@jebelmoon Thanks so much for your support, Daryn!"
"241","#Chicago police tortured 100+ people, all men &amp; women of color. Demand justice: http://t.co/h5VIPd3xmc #RahmRepNow http://t.co/bgrFI3cSOP"
"242","Demand justice for survivors of horrifying &amp; brutal #torture by #Chicago police! #RahmRepNow http://t.co/h5VIPd3xmc http://t.co/RvFsQ9otDT"
"243","Thousands of women are imprisoned &amp; tortured by #ElSalvador discriminatory law. Act now: http://t.co/ybPY1duMFQ #Write4Rights"
"244","@GaryCook0598868 Thanks for your support, Gary!"
"245","@treefrog74 Thanks so much for your support, Scott!"
"246","@HowardJones70 Thanks for your support, Howard!"
"247","""I want the world to know that #BlackLivesMatter, &amp; I want you to help raise that call."" http://t.co/0dTWuxe69d http://t.co/EHcKzG3Mw5"
"248","""They forced a shotgun in my mouth &amp; pulled the trigger over &amp; over"" Demand justice for #Chicago torture survivors. http://t.co/h5VIPd3xmc"
"249","1 in 3 #indigenous women will be raped. @Whitehouse ensure they have access to health services http://t.co/hXGFl0VTaw http://t.co/2EPXZRdjvZ"
"250","#Afghanistan: Recent wave of reprehensible attacks underscore urgent need to protect civilians http://t.co/ackRBjvncY http://t.co/Mrv5Xez8Gg"
"251","This was a systematic effort w/ permission slip from highest levels of US govt #TortureReport http://t.co/ksa3ETxFln http://t.co/1bM6qH7TjI"
"252","This is My Real Life. This is My Home. I Matter. #BlackLivesMatter http://t.co/0dTWuxe69d http://t.co/QT7584Ib2T"
"253","Demand justice for the 43 missing students in #Mexico. http://t.co/jgxkfBI4bW #AyotzinapaSomosTodos http://t.co/067ZT5cxJY"
"254","Here is what John #Brennan should have said about the #TortureReport. http://t.co/MfTFCllDJD http://t.co/BIlYkG4YTV"
"255","Acknowledgement is not accountability &amp; #torture is not a mistake – it's a crime. http://t.co/jCcIZ5y4F8 #TortureReport #Brennan"
"256","NO circumstances whatsoever can justify the use of #torture. Perpetrators must be held accountable. #TortureReport http://t.co/ST59ci3zhe"
"257","#TortureReport: Human rights abuse &amp; #torture perpetrated in the name of “national security” are a crime. http://t.co/k1vcNCBxJk"
"258","@DondasHouse &amp; @HadiyasPromise Thank you so much for the incredible &amp; empowering #WriteforRights event last night!"
"259","#Chicago police systematically tortured over 100 men of color. @RahmEmanuel MUST ensure justice for survivors! http://t.co/h5VIPd3xmc"
"260","An injustice anywhere is an injustice everywhere. #HumanRights matter. @HarryBelafonte http://t.co/skVqv8vusT http://t.co/qIVktykVZ1"
"261","@Highcentered Thanks for your support!"
"262","@JuanNunez Thanks so much for your support!"
"263","Tune-in now w/ @DondasHouse, @HadiyasPromise + @amnesty to hear the powerful #HumanRights impact of #Write4Rights! http://t.co/8J4XGKN6Iu"
"264","""Injustice must never be allowed to rear its ugly head without us knocking it off"" -Darrell Cannon, #Chicago torture survivor. #Write4Rights"
"265","LIVE NOW: Join @DondasHouse here &gt; http://t.co/1UTFFVpXnN to watch speakers, performers &amp; artists bring #Write4Rights home!"
"266","Join @DondasHouse, @HadiyasPromise + @amnesty as we bring #HumanRights home for #Write4Rights! http://t.co/8J4XGKN6Iu http://t.co/J3Io1yX22E"
"267","Raif Badawi's 10-year old son joins #Write4Rights to write for his Dad. Act to help #FreeRaif! http://t.co/yErD4RJQyd http://t.co/pu0zB2W0LY"
"268","@AngelaLindner1 Thanks so much for your support, Angela!"
"269","@RickieLeeJones Thanks so much for your support!"
"270","Happy #HumanRightsDay! Raise your voice today to ensure #HumanRights for all.  http://t.co/4ovzSOATEm http://t.co/3CGm6nSSC2"
"271","@TrillSailboat Thanks so much for your support!"
"272","@AnneLevine Thanks for your support Anne!"
"273","@Uraliceldrhnk Thanks for your support, Liam!"
"274","Is the US about to open floodgates of weapons to armed groups in #Iraq &amp; #Syria? http://t.co/RpXnxGxRmC @McConnellPress @SenatorReid #NDAA"
"275","US transfers 6 #Guantanamo detainees -held since 2002 &amp; never charged w/ crimes- to #Uruguay http://t.co/mbdTjXzZm1 http://t.co/8Pb7hmwxOZ"
"276","Stop shaming survivors of gender-based violence. #16days http://t.co/VjY2rPLSRo http://t.co/L0DvBYHLzk"
"277","Demand justice for the 43 missing students in #Mexico. http://t.co/jgxkfBI4bW #AyotzinapaSomosTodos http://t.co/U5yHBddW1T"
"278","#Chicago police tortured over 100 people, all men of color, over 2 decades. Demand justice: http://t.co/h5VIPd3xmc http://t.co/hby0WP9b1I"
"279","#US government must release Senate #TortureReport without delay.   @JohnKerry @State_DRL http://t.co/bEX5c8TmEs http://t.co/u5YFexsNlK"
"280","#Indonesia must immediately stop imminent execution of five people. http://t.co/Q8LSGXczwZ #deathpenalty http://t.co/ozQMb8jhQJ"
"281","USA: Releasing the Senate report on #CIAtorture is an obligation not a choice! http://t.co/bEX5c8TmEs CC @JohnKerry @State_DRL"
"282","10 appalling attacks on #HumanRights and 1 powerful way you can help. #Write4Rights http://t.co/syvITHhA4i http://t.co/we3JrJlWNV"
"283","@Joyous_Jinx Thanks so much for your support Jocelyn!"
"284","@mikevanderosen Thanks for your support Michael!"
"285","@jacoporomei Grazie -- Thanks so much for your support, Jacopo!"
"286","#EricGarner case highlights urgent need to review US policing practices. http://t.co/xf181PE9zx http://t.co/OVZIWPGLyt"
"287","#China claims to be clamping down on corruption yet persecute those who try &amp; expose it. Act now: http://t.co/rVOCuBJlF5 #Write4Rights"
"288","#Philippines Senate open inquiry on findings of widespread police #torture, force &amp; impunity. http://t.co/2wkxNrGOVt http://t.co/zYLN5GRZ4N"
"289","#Bahrain: Activist handed 3-year sentence for ripping up photograph of the King. http://t.co/kRR6IerakD http://t.co/h5fWAhGQai"
"290","@capiernot Thanks so much for your support!"
"291","@KathrynWallenst Thanks for your support, Kathryn!"
"292","@NGMilano Thanks so much for your support, Nadia!"
"293","#HumanRights: Police are duty bound to facilitate, not impede the right to peaceful protest. @BilldeBlasio @CommissBratton"
"294","#Police must respect right to peaceful protest &amp; avoid use of force, rubber bullets, tear gas, &amp; LRAD’s which can result in injury or death."
"295","Find out how you can get involved with @johnlegend today to #WriteforRights! @MTVact http://t.co/eYXMuTldV3 http://t.co/Fb3RfjLFaf"
"296","Barriers to health care have more than doubled maternal death rates in #SouthAfrica. #16days http://t.co/RZ3yqCjPjp http://t.co/0ZYrbTJe6F"
"297","Deaths of #EricGarner #MichaelBrown #AkaiGurley &amp; #TamirRice demonstrate need for US to review use of force by police http://t.co/6Sx0yTQAL1"
"298","Peaceful protest is a #HumanRight. Stand with #NYC, #Ferguson, #Ayotzinapa &amp; peaceful protesters worldwide. http://t.co/C9o7NpHEEp"
"299","Death of #EricGarner intensifies need for US to address the use of lethal force by #police. http://t.co/XhrpWGqxD6 http://t.co/oQia7KXHiV"
"300","The death of #EricGarner demonstrates again the need for a national review on the use of force by #police. http://t.co/XhrpWGqxD6"
"301","BREAKING: Court issues stay of execution for #ScottPanetti, a #Texas man with severe mental illness.  http://t.co/Ttxjnt7uzc"
"302","30 years after the devastating #Bhopal disaster, gas leak survivors are still suffering: http://t.co/7wPpuNAORk http://t.co/4FUhoS0ULo"
"303","Today #Texas plans to execute severely mentally ill man, #ScottPanetti. @GovernorPerry, stop this shameful execution! http://t.co/GyP2MuusnM"
"304","@sgeoffa Thanks for your support, Stephen!"
"305","@amyvcooper Thanks so much for your support, Amy!"
"306","@juliamaeve Thanks so much for your support, Julia!"
"307","Gender-based violence affects all society and oppresses half of its members. #16days http://t.co/7GyXeVJVEb http://t.co/8zhnxqCgxI"
"308","@pidegroote Thanks for your support, Pieter!"
"309","Make sure this is the last birthday Liu Ping spends behind bars. #China #Write4Rights http://t.co/OpmQswRSx6 http://t.co/Va5cMvf8Mf"
"310","@ninth_immortal Thanks so much for your support, Al!"
"311","@badgermom88 Thanks so much for your support!"
"312","@perrottetc Thanks for your support, Camille!"
"313","@kcarrab Thanks for your support, tracy!"
"314","@Jennifly Thanks for your support!!"
"315","@MurphyMurphy20 Thanks for your support, William!"
"316","@SinSea420 Thanks so much for your support!"
"317","@SusanSarandon Thank you, Susan!"
"318","@IAFC_Cares @AnneB19 @ChiHomeless @ILRaiseYourHand @ILhumanities Thank you!"
"319","@dfwvolunteer Thanks so much for your support!"
"320","@Village_Care Thanks!"
"321","@Cabtastrophe Thanks so much for your support!"
"322","@D_Kiener Thanks so much for your support, Danielle!"
"323","@Andrew_AzP Thanks so much for your support Andrew. Honored we beat out Ebay"
"324","@Umvelo Thanks so much for your support!"
"325","@amyvdh Thanks for your support, Amy!"
"326","@ahyman Thanks so much for your support!"
"327","@kitgrindstaff Thank you for your support, Kit! #GivingTuesday"
"328","@nadimashkieh Thanks so much for your support!"
"329","@coyotusofborg Thanks for your support, Randy!"
"330","@nomiprins Thanks so much for your support, Nomi!"
"331","Give hope, give strength, give solidarity. This #GivingTuesday give for human rights. http://t.co/KJkK23zHje http://t.co/wbRxWNZgMQ"
"332","@MilindaMartin Thanks for your support, Milinda!"
"333","@angelamjansen Thanks so much for your support, Angela!"
"334","@modemjunkie Thanks so much for your support, Leonard!"
"335","@goodacre Thanks so much for your support, Mark!"
"336","Join the giving movement on #GivingTuesday and give the gift of hope with @amnesty. http://t.co/JaR97BChvj http://t.co/gVVcmIDQPp"
"337","Demand a permanent end to the relentless cases of violence against women. #16days #IVAWA http://t.co/DuljkW9QFo http://t.co/6zKESAjdiN"
"338","Her mom is in prison for fighting corruption in #China. Help Liu Ping come home. #Write4Rights http://t.co/FE9oIuCljA http://t.co/gdhniJE3Vx"
"339","With just a few words, you could help change a life. Join us for #Write4Rights 2014! http://t.co/DCosULBvsZ http://t.co/EroGaz7mIm"
"340","In solidarity with peaceful protesters against police violence http://t.co/z0ai2445R8 #HandsUpWalkout http://t.co/0zfAY7q0Dc"
"341","On #WorldAIDSday demand an end to #HIV stigma in #SouthAfrica that is killing thousands of women &amp; girls. http://t.co/2nnk5Frdsc"
"342","#Egypt must end wave of home demolitions, forced evictions in Rafah amid media blackout. http://t.co/4TJDWLEy3L http://t.co/yJPkJEvHVv"
"343","#Mexico: Drop charges &amp; urgently release 11 held for protest over disappeared students http://t.co/CrjyTvJxdV http://t.co/D9LO7GEBPe"
"344","#Texas must halt ‘shameful’ execution of man with severe mental disability. #deathpenalty http://t.co/7gzQHTDFHB http://t.co/6lI0uFfkDx"
"345","UN urges Chicago to pass ordinance for survivors of #torture by Chicago police http://t.co/twMVb9L2MH #ChiCouncil @RahmEmanuel"
"346","@serkes Thanks so much for your support, Ira. What a nice tradition!"
"347","@RandiM20 Thanks so much for your support, Randi!"
"348","#Mexico: Torture &amp; ill-treatment, including beatings, fake asphyxiation &amp; sexual abuse, routinely used by authorities http://t.co/5gMDwJoP4c"
"349","Peaceful protest is a #HumanRight. Stand w/ #Ferguson, #HongKong &amp; peaceful protesters worldwide. http://t.co/K2x9Ki2M52"
"350","US #police practices must be reviewed to address widespread patterns of racially discriminatory treatment. http://t.co/5z4c83EsDx"
"351","By the time you go to bed, 82 individuals will have been murdered in #Brazil. 77% are black youth. http://t.co/Uj5SN8bLKD"
"352","#Pakistan: Appalling sentence against TV channel will have chilling effect on media freedom. http://t.co/E0DJV4jDPE http://t.co/3X2fvn4uKM"
"353","77% of the 56,000 murdered each year in #Brazil are black youth. From #Ferguson to Brazil, #BlackLivesMatter http://t.co/ioLrAmvvse"
"354","#US keeps minute records on people’s phone data but not data on #police shooting civilians: http://t.co/9nzwLsnNl5"
"355","@crawdecker Thanks so much for your support, Bill!"
"356","114 of 193 UN member states vote in favor of a resolution to end the #deathpenalty globally. http://t.co/1TllFgfFAg http://t.co/8HSXoiV5e8"
"357","#Ferguson police must respect each individuals right to peaceful protest. @GovJayNixon http://t.co/sOF4tc0pSG http://t.co/rY9ngW47Z9"
"358","#Honduras: Attacks continue against #HumanRights activists. http://t.co/Nse4JPtzOr http://t.co/qZ2O9I95kz"
"359","Write a letter. Change a life. #Write4Rights. http://t.co/gARmmZob11 http://t.co/poAk48BuOa"
"360","Victory! Afghan authorities commit to ensure Brishna’s safety. http://t.co/JP4TGzzB3k http://t.co/YDslAc2B0r"
"361","After 40 years in isolation, Albert Woodfox must be released following the latest court ruling http://t.co/4omVuLKh7Q http://t.co/ZcIuheHFs6"
"362","@AdrianParedes We are watching the situation in Mexico and demanding justice #AccionGlobalporAyotzinapa #AyotzinapaSomosTodos"
"363",".@OpFerguson We have a team there. Will have official delegation in #Ferguson w/in 24hours of Grand Jury decision, maybe sooner"
"364","We stand with imprisoned #HumanRights lawyer @DrAlRoken &amp; demand his freedom! #UAE @HHShkMohd #wishyouwerehere http://t.co/nHossMNSBW"
"365","#US must take action on the unjustified, excessive &amp; lethal use of force by #police in #Ferguson and nationwide. http://t.co/V1aaTTDfFL"
"366","@paolobronzi2 Thanks so much for your support, Paolo"
"367","@ToryGates Thanks so much for your support, Tory"
"368","New tool against government #surveillance scans your computer for major known spyware. http://t.co/DpHmAIfkFa http://t.co/ERmm8ndMTz"
"369","""In the end, we will remember not the words of our enemies, but the silence of our friends."" -Martin Luther King, Jr http://t.co/BrNYcI56hj"
"370","5 #Guantanamo detainees transferred today, including Hussain Almerfedi, a #Write4Rights 2012 case. http://t.co/P151952rkD"
"371","Crisis investigators quickly respond in conflict zones to investigate #HumanRights abuse &amp; demand civilian protection http://t.co/eK1XWKccCp"
"372","Internet freedom faces new attack as #China seeks to shape global web rules. http://t.co/OOFuHzr4Qa http://t.co/oItQOeUSiR"
"373","Hadiya, honor student and dreamer, was shot in the back &amp; killed at 15. Act now! #Write4Rights http://t.co/fISO6g186e http://t.co/vFSkPDzAdf"
"374","UN sends clear message to #NorthKorea that there must be justice for crimes against humanity. http://t.co/QCK3ApQ9vj http://t.co/7ApX53Q6Rm"
"375","Join @johnlegend &amp; millions more to ensure #HumanRights for all. #Write4Rights http://t.co/P151952rkD http://t.co/tNVyqOMwaW"
"376","@IJDjurkin Thanks for your support!"
"377","@ickorwan Thanks so much for your support, Klaus"
"378","@GriffinGarcon Thanks so much for your support, Griffin!"
"379","@yagivoice We've repeatedly spoken out, including http://t.co/gcp1Jq1f6O‘cynical and https://t.co/ZVu3FO0PNj"
"380","Arrest and #torture of 8 individuals this month reveals the shocking scale of state-sponsored homophobia in #Gambia. http://t.co/dANprVg4X4"
"381","“I believe #HumanRights are everyone’s concern - no matter where you live.” Join @johnlegend &amp; #WriteforRights http://t.co/tHCMcV1Emj"
"382","Ruthless crackdowns in #UAE expose deeply repressive state beneath facade of glitz &amp; glamour. http://t.co/KghVNbezQF http://t.co/oTqPtcWeZc"
"383","#USA: Hadiya was shot &amp; killed at 15. Add your support for the Youth PROMISE Act #Write4Rights http://t.co/fISO6g186e http://t.co/SzoXr8IIa4"
"384","State of emergency in #Ferguson must not be used to violate human rights, including the right to peaceful protest. @GovJayNixon"
"385","”Papa, believe me I’d never thought I would live without you.” Help Raif Badawi come home to his family #Write4Rights http://t.co/6Jpg6wJbyN"
"386","Nadya and Masha of @pussyrrriot stand with and for a free #Russia! http://t.co/EZhdDRCpbI"
"387","#China: Authorities intensify crackdown against activists supporting #HongKong protests. http://t.co/p8TFoFtRqs http://t.co/miDrYIpFrS"
"388","President Obama: Make sure Indigenous women can access post-rape care. http://t.co/rSzlszwT41"
"389","#Mauritania must end clamp down on anti-slavery activists. http://t.co/nsKnA8qVx4"
"390","The total abortion ban is the leading cause of suicide for pregnant teens in #ElSalvador. Act now: http://t.co/aTTuzuA3QN #Write4Rights"
"391","#Qatar: Steps to end migrants’ exploitation ahead of #WorldCup ‘woefully insufficient' http://t.co/WyQEB3NdEL http://t.co/rnpGSKzIir"
"392","Syrian and Palestinian #refugees are at imminent risk of deportation from #Egypt. http://t.co/l7rBg7PlGd http://t.co/2uHQjURhHY"
"393","@KarenKts11 Yes. Join us to demand Dow Chemical, UCC's parent company, take responsibility in court: http://t.co/dOhcDOdnxS #w4r"
"394","BREAKING: Victory for #Bhopal gas leak survivors as gov't promises additional compensation. http://t.co/KsL0e2fAUS http://t.co/lfs9O33p8R"
"395","Health systems are collapsing under the weight of #Ebola crisis response. Demand global action http://t.co/usfXe92NBE http://t.co/FHkK8m8Yq9"
"396","#Shell ignored internal warnings &amp; made false claims about the impact of #Nigeria oil spills. http://t.co/fNDBhWrnns http://t.co/IYdddbF0xn"
"397","""Free expression is the base of #HumanRights, the root of human nature and the mother of truth."" -Liu Xiaobo, #China http://t.co/hS86204Vuu"
"398","Thousands of women are tortured &amp; imprisoned by #ElSalvador's abortion ban. http://t.co/aTTuzuA3QN #Write4Rights http://t.co/c4FrgUvjOj"
"399","#USA: Indigenous women face barriers accessing justice after sexual assault. Demand change http://t.co/rSzlszwT41 http://t.co/9cxybjP95y"
"400","""Why are people still held at #Guantanamo without charge after so many years?"" #UNCAT #EndTorture via @ZekeJohnsonAi"
"401","OUT NOW: @FIFAcom responds to report on migrant exploitation in #Qatar ahead of #WorldCup http://t.co/wzQK6h7Btx http://t.co/3RjCzcDwz8"
"402","Court documents expose false claims made by #Shell on major oil spills in #Nigeria. http://t.co/OPtSmVnvrI http://t.co/hMoo8Yp2ZY"
"403","Indigenous women are 2.5x more likely to be raped or sexually assaulted than other women in the #USA. http://t.co/AoWBtCj8iA"
"404","We will not forget, we will not go quietly. @DowChemical, it’s time to face up. #Bhopal30 http://t.co/G1PdWneQjZ http://t.co/5AxhN9zrg7"
"405","#USA government acknowledges UN Convention against #Torture applies at Guantánamo http://t.co/DMfgBfQC1u http://t.co/ttbVBC7srt"
"406","#India: @DowChemical a no-show in court over the Bhopal pesticide gas leak disaster. http://t.co/x5qOA6TYpE http://t.co/gLMQLFW4Ag"
"407","Watch documentary on #Zimbabwe human rights lawyer #Mtetwa FREE on http://t.co/8zmYEbuNrl at 7pm ET &amp; live Q&amp;A http://t.co/E1CwfqmcIz 8pm ET"
"408","#US: Everyday thousands spend between 22-24 hours a day confined to their cells. http://t.co/3ligQUlPAQ http://t.co/Ca82os9fxU"
"409","Ghoncheh has been jailed 1 year in #Iran for watching a volleyball game. #FreeGhoncheh http://t.co/oTcJpq9Bo4 http://t.co/TM61o4V1rx"
"410","Using art to shed light on a forgotten rape epidemic http://t.co/MYHCAOmdvt #NAHM @DanaGluckstein"
"411","#Kuwait ‘playing games’ with lives of more than 100,000 Bidun residents http://t.co/8OkcmucCT1 http://t.co/8lYwBlhbVv"
"412","#Philippines: 5 years after anti-torture law not a single survivor has seen justice. #StopTorture http://t.co/mZOviQPrYe"
"413","Tortured, beaten and sentenced to death. Demand justice for Moses #Write4Rights http://t.co/CtDIArUQMw http://t.co/bd6uvXSZyO"
"414","Thanks to all the incredible activists at this weekends #Amnesty2014 Regional Conferences! #AmnestyWest #AmnestyEast #AmnestySouth"
"415","“You are the guardians of human rights work in this country.” -@StevenWHawkins #Amnesty2014 http://t.co/6fq4TT9hbD"
"416","Noose tightening around NGO workers in #Egypt. http://t.co/XX16OZKlTs http://t.co/ig1Bq4Ylq3"
"417","@JITCartney Thanks so much for your support, Janie!"
"418","#Mexico: Attorney General´s announcement on disappeared students exposes government’s failures http://t.co/WhErXbznp3 http://t.co/lKHxkZ8kxW"
"419","#Zimbabwe: Riot police. Protestors threatened w/ weapons. Rights violated. Learn more @LinkTV http://t.co/GGHE64mOaM http://t.co/1aFcHksWPQ"
"420","Your letters have the power to shatter barriers &amp; inspire hope. Act now #Write4Rights http://t.co/QyVtD3zmXC http://t.co/8r3Y1d8rGt"
"421","""This was not an unavoidable incident"" - Martin Sheen on #Bhopal http://t.co/TbrFcWG3vf @APrayerForRain http://t.co/bryVYzIUmj"
"422","Hollywood takes on corporate giant @DowChemical over #Bhopal gas disaster in @APrayerForRain http://t.co/tHvQmw4YYU http://t.co/nQ0efIxDai"
"423","#LGBT rights are human rights.  http://t.co/XUbhHNVosV http://t.co/0X0KIxcFRD"
"424","In 72 hours, US ally #Egypt could shut down all independent civil society. Will President @BarackObama speak out? http://t.co/OhdtObTw2J"
"425","“I don't fear death; I fear remaining silent in the face of injustice.” Malalai Joya #Afghanistan http://t.co/hJPQXxZ8Kr"
"426","Killing of community leader emblematic of serious injustices faced by #humanrights defenders in #Brazil. http://t.co/q7Ym2YtlpO"
"427","The whereabouts of 43 disappeared students in #Mexico is still unknown. http://t.co/PlnTE5qNMU http://t.co/gQQJpdqcUt"
"428","#Libya: Rule of the gun, abductions, torture &amp; other war crimes by militias http://t.co/fji8Whz3xR http://t.co/rCvQuelPTq"
"429","#Malaysia: Charges against Anwar Ibrahim are a blatant attempt to silence a critical voice. http://t.co/shA8GPgFh5 http://t.co/ozkQVxjxs2"
"430","ICYMI: Powerful conversation on racial profiling and police violence in #Ferguson: http://t.co/q4vDt6Obys @TefPoe http://t.co/SXsrSFGJ62"
"431","#Bangladesh: Death penalty will not bring justice for crimes during independence war. http://t.co/via9CDTe3j http://t.co/BCHTYdjVrr"
"432","It’s been a big year for #Uganda, for all the wrong reasons. http://t.co/Kk7dvLvICp http://t.co/S0ZXBVjAAk"
"433","10 individuals arbitrarily stripped of nationality and forced out of #Bahrain. http://t.co/6DLQgemZWw http://t.co/b9sAu3xQ8B"
"434","#Iran: 31 Nobel laureates &amp; thousands more demand release of physicist, Omid Kokabee http://t.co/nmJqr7Y2gM http://t.co/FKMwbf5hqg"
"435","9 countries pressure #ElSalvador to amend repressive, harmful &amp; out-dated abortion laws http://t.co/nM4ppWnMWq http://t.co/n6PYVRDRtv"
"436","#US: Excessive use of force by police is a violation of our human rights. Act now http://t.co/7LO8TSYeYv http://t.co/j98rhXtWjV"
"437","Nobel Peace Prize laureates urge President Obama to disclose extent and use of torture in the #US. http://t.co/1kVmIV0xDJ"
"438","#Bahrain: Immediately release, Nabeel Rajab, facing 3 years in jail for ‘insulting’ tweets: http://t.co/nrh3UMbNLq http://t.co/K388358aZy"
"439","#Nigeria releases man who barely escaped the gallows after 19 years on death row: http://t.co/aOEuBcshxI http://t.co/SlVt9D5hSO"
"440","LIVE NOW: Powerful on the ground in #Ferguson testimony from @TefPoe, @Patricialicious &amp; others http://t.co/8V7sgz6pR5"
"441","#France: Stop extradition of Kazakhstani opposition activist at risk of torture http://t.co/iOJ8JEsQch http://t.co/C2XZ81rtGv"
"442","From #HongKong to #Ferguson to #Turkey; peaceful protest is always a human right. http://t.co/glC5ihaD5U http://t.co/slc3z50ApH"
"443","The execution of Reyhaneh Jabbari is another bloody stain on #Iran’s human rights record. http://t.co/th8PjCZhLI http://t.co/69sjK3gyWX"
"444","#Iran, time is running out for Reyhaneh Jabbari, authorities must ACT NOW &amp; stop her execution http://t.co/7B6hnQ7PPy http://t.co/S4wJ5RgRqe"
"445","Without accountability for police brutality, there can be no justice in #Ferguson. @StevenWHawkins @AmnestyMWRO http://t.co/hnz7BHhxzY"
"446","New Amnesty International Report Faults the Police in #Ferguson, Missouri. http://t.co/KbP9nnAVnq via @nytimes http://t.co/RDlGeieRBA"
"447",".@RahmEmanuel help us end impunity for Chicago police torture. #ReparationsNow #StopTorture #RahmRepNow http://t.co/eDEQFNg5KU"
"448","Reyhaneh Jabbari's mother was told to visit her before she's executed tomorrow: Please take action http://t.co/27tJoYZyvd #Iran @khamenei_ir"
"449","URGENT: Authorities in #Iran confirmed Reyhaneh Jabbari is set to be executed at dawn. Act now http://t.co/27tJoYZyvd http://t.co/qNP5wca1lG"
"450","@jaketapper @AgentDMiller to protect peaceful protesters &amp; not use violent acts of few to restrict rights of majority [2/2]"
"451","@jaketapper @AgentDMiller Amnesty recognizes there were several incidences of looting. But law enforcement have obligation [1/2]"
"452","The circumstances of #MikeBrown’s death must be urgently clarified. New report on #Ferguson: http://t.co/1A8zU0PIpW http://t.co/ejF84j85HH"
"453","New #Ferguson report documents human rights abuses http://t.co/w928gOXkTq and demands review of US police practices. http://t.co/m8yKpka2xi"
"454","Israel/Palestine Conflict: It's time to change to a human rights approach. http://t.co/Rk0V6d4p46 #Gaza http://t.co/kPeY6YfAWE"
"455","#Afghanistan: Brishna, a 10-year old girl, was raped and is now at risk of honor killing. http://t.co/5liw1AQOcr Please act now!"
"456","14 horrifying facts about torture in #Mexico. http://t.co/bj5qdVJy9D http://t.co/NkeNMoAeVi"
"457","The truth about human rights in the US: http://t.co/lHsOFNNIQI @StevenWHawkins is on a mission to bring the conversation home."
"458","#Pakistan bans TV channel in increased effort to silence media &amp; control freedom of expression http://t.co/EO2dx8MNGf http://t.co/e5uFu8RlN5"
"459","Pregnancy Shouldn't Kill in #SouthAfrica. Act now to stop barriers to maternal care: http://t.co/CMrjSGvOau http://t.co/jxD9qQY4PA"
"460","Want to learn how @amnesty uses social media for human rights? http://t.co/PdyfWP5ANX #Amnesty2014 conf. #StLouis http://t.co/vSpeiuE13o"
"461","Eastern #Ukraine: ""They opened the cell doors and I heard gunshots. It was like roulette."" http://t.co/GLdgbnsTa7 http://t.co/sVrnwXM8Ly"
"462","Community &amp; family of 10-year old rape survivor threaten to kill and “dump her in the river.” http://t.co/RX90Q02YFV http://t.co/IbO408a08g"
"463","""A lot of work still remains but I will see the end of child labour in my lifetime."" -Kailash Satyarthi http://t.co/pnkpbeHmj0"
"464","#Iran: Save Reyhaneh Jabbari from Execution. Act now and help fight for her life! http://t.co/Z8Hx3ne68d http://t.co/c7Tt6sNTdH"
"465","Reports of ceasefire raise hope for return of 200+ kidnapped girls http://t.co/V8FVgbaDl4 #Nigeria #BringBackOurGirls http://t.co/Eoii3qldyz"
"466","After years of torture, beatings &amp; racial abuse, Angel's release is 6 years too late http://t.co/cXmzTiuUbI http://t.co/UtEZz0EoQL"
"467","#Pakistan: Death sentence upheld against Christian woman for blasphemy. http://t.co/3bi6JbNMfd"
"468","#SaudiArabia must end the relentless crackdown on civil and political rights activists. http://t.co/YYaxul4JpZ http://t.co/iodVid5N5d"
"469","#Afghanistan: 10-year old Brishna was raped by local mullah and is now at grave risk of an “honor killing.” Act now: http://t.co/78JjpxjVCV"
"470","#Iran: Comedian, @MazJobrani, joins call for the release of imprisoned physicist, Omid Kokabee http://t.co/xR8XVoRzS8 http://t.co/bmpLU3o2ZC"
"471","#Bahrain: Immediately &amp; unconditionally release activist detained for ripping up photo of King http://t.co/UYHz1mXjNT http://t.co/ebJVROUq0p"
"472","#SaudiArabia: Appalling death sentence against Shi’a cleric must be quashed. @SaudiEmbassyUSA http://t.co/Y6pMiig5pE http://t.co/jEb1dN12AS"
"473","#HongKong democracy protester beaten by police with hands bound behind his back. Act now: http://t.co/phibWJuazE http://t.co/c2CXwpdzp1"
"474","""It is stomach-churning to think there are #HongKong police officers that feel they are above the law"" http://t.co/YIo7Z2m9Xd"
"475","Thanks @johnlegend for joining Amnesty International to lend a voice for human rights! @StevenWHawkins #Write4Rights http://t.co/FKeIzRz0EA"
"476","Today marks 6 months since 200+ girls were kidnapped by Boko Haram from school in #Nigeria. #BringBackOurGirls http://t.co/CABCWW2NQN"
"477","@SuraAmanda Thanks so much for your support, Amanda!"
"478","@RubyTN1953 Thanks so much for your support, Brenda!"
"479","#Iraq: Evidence of war crimes by government-backed Shi’a militias. http://t.co/ryCXutuTjO"
"480","Solitary confinement is cruel and all too usual. Why is it only getting worse? http://t.co/I8E1LtN7hb http://t.co/se8Bo42ngk"
"481","28 Distinguished Nobel Physics Laureates Support Imprisoned Colleague in #Iran http://t.co/P8nmELpnjg http://t.co/7pHQH8HCtc"
"482","Tell @euduaghan to drop Moses's death penalty. Act now to get #JusticeForMoses and #StopTorture http://t.co/rcy9RGg9iQ"
