"","x"
"268","@pukypower Thanks for letting us know! &lt;3 Try this one: https://t.co/vNFIS1wanK"
"269","SPOTTED in #Philadelphia:

Sad clowns showing passersby how #RinglingBros takes the smiles OUT of the #circus. Ì†ΩÌ∏¢ http://t.co/5RchJRhSZE"
"270","@ZacWeht For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"271","@ZacWeht Actually, we don't tell them that. We say to adopt, not buy. We don't support ""no-kill"" policies. Here's why http://t.co/9E3mUuvxZw"
"272","@AMikkels &lt;3 If you are interested in volunteering check out this link: http://t.co/Fp9rWhXrHJ"
"273","@meganhattonx &lt;3"
"274","#WhatIsLoveIn4Words: Compassion for ALL beings! ‚ù§Ô∏è"
"275","@pyro765_III So cute! &lt;3"
"276","@StaciFamlyTree That's horrible! :( Thanks for speaking up! &lt;3"
"277","@sisterbullfrog1 For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"278","@L1LTROUBLEMAKER For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXbzqa  http://t.co/HmzFUABwmO"
"279","@LisaFlockaJames YAY! Hope you love it! &lt;3"
"280","@talwar_jeet Well said! &lt;3"
"281","WARNING: #4 will completely RUIN your day Ì†ΩÌ≤î

7 Reasons Dolphins Don‚Äôt Belong at #SeaWorld: http://t.co/gSXBIgOCGg http://t.co/rtPYCu54Dp"
"282","@Irishveganboy Thanks! :)"
"283","@ciarams1 So true and so sad"
"284","@CandiceKumai Looks delicious! So much fun experimenting with #vegan foods Ì†ΩÌ∏â Ì†ºÌº±"
"285","@lenadunham That's what we call LOVE ‚ù§ ‚ù§"
"286","@urbanwasteland Some people are in denial of what is really going on in the world. :("
"287","@kiraleeharris Exactly! Love and companionship...those are two reasons to have a dog. So many more, but breeding def isn't one of them. &lt;3"
"288","@simonsam Climax, Horneytown, &amp; Intercourse (cities) have a surprise billboard coming soon! http://t.co/p0s9dQ1GLE http://t.co/eS5kOgcw61"
"289","@Nekoloechan :("
"290","@Trace_Robbins Please check out these alternatives to animal testing. http://t.co/9JNUikgq0b"
"291","@Imyurmama Well said &lt;3"
"292","@meowlickss &lt;3"
"293","@j_macx It's heartbreaking. Thanks for watching &lt;3"
"294","EVERY SECOND, three animals DIE in US labs.

HOW #AnimalTests KILL: http://t.co/BdWxbnMFT8 #StopAnimalTests http://t.co/0HNzXOEbXU"
"295","@BlondeMusings_  No but hope this helps: http://t.co/HJ9bf4FKJ8 And: http://t.co/6Ak4W87PNy"
"296","@ChrisAltice Heartbreaking! :("
"297","@ChrisWa21308128 Please sign &amp; share petitions, boycott stores that sell fur, &amp; encourage others to do the same &lt;3 http://t.co/wTPNjhg4Td"
"298","@BeeReis Select Brazil from the drop down menu and you'll get a list of cruelty-free products by country: http://t.co/NJocKUrrs1"
"299","Almost all of us grew up eating meat, wearing leather, &amp; going 2 circuses &amp; zoos.

So WHY #AnimalRights? http://t.co/rhbqYMyHgI #NotOurs2Use"
"300","@josiejoness &lt;3"
"301","Finding #vegan makeup is EASIER than EVER!

@Target's Top #CrueltyFree Vegan Makeup Products: http://t.co/yozinWm6u2 http://t.co/WObp8GdqAC"
"302","@Solo_Dante &lt;3"
"303","@pukypower Thanks for sharing it! &lt;3"
"304","@aramireze_  &lt;3 You can join here: http://t.co/X6E3WRNs0S Also, be sure to check out @PETA_Latino here: http://t.co/5KeXC6nn5z"
"305","@queenjaureg We don't need milk &amp; our bodies aren't meant to have it: http://t.co/nhkefgQRZz"
"306","@wilburnixon Please call us immediately at 757-622-7382, option 2."
"307","@MmphisAstrology Please see where misinformation comes from: http://t.co/c0wSuTbLVM"
"308","@Ivy_Middleton This was for 2014: http://t.co/5Ho5V4h275 You can find recent victories here: http://t.co/KargixIcGj"
"309","@BradArscott Do you also kill them w/ your bare hands &amp; eat them raw? Most animals who kill 4 food couldn't survive if they didn‚Äôt. We can."
"310","@RyanHolaway Plz stop spreading false information. Thanks! Our financial reports are online: http://t.co/gcNDvnieXW http://t.co/pGB1LXbzqa"
"311","2 YRS AGO TODAY:

Blue was #RESCUED by PETA from a crate w/ remains of a deceased dog insideÌ†ΩÌ≤î http://t.co/hXyw61cdtB http://t.co/41o3rPqegF"
"312","@AngelaSimmons That's great! We CAN'T wait to check it out Ì†ΩÌ∏â You know #VeganFashion is our fav ‚ù§"
"313","@AndyLally It's awful Ì†ΩÌ∏¢ TY for sharing this vid, so important to spread the word on this issue. Bunnies are #NotOurs2Wear"
"314","Humans aren't meant to get on their hands &amp; knees &amp; drink from a cow's UDDER.

CALVES ARE.

#Reasons2GoVegan http://t.co/JrE50Gme7U"
"315","@FitWithMolly14 Of course!! XOX"
"316","@Carynvdw Awful :("
"317","@_5SecondsOfSMG Aww you're the best!"
"318","@lastnameclavell Of course. XO"
"319","@ashleyrice1986 We promote adoption and send animals to shelters. Never said we take any from shelters."
"320","@DanjaminDW It's not. It's a screenshot from a video."
"321","@ashleyrice1986 Please check out the many links we sent. All the information is there."
"322","@FitWithMolly14 Sorry!  We don't retweet campaigns but we wish you and your puppy the best! &lt;3 

Also, you can reach out to CIDinfo@peta.org"
"323","@jasonyazici1 Thank you for spreading the word!"
"324","@bigBucksCo Please email the information to CIDinfo@peta.org. Thank you"
"325","@CynthiaFelix3 Well said! &lt;3"
"326","@CaroIsabelD We will just say BOTH! &lt;3"
"327","@smoshkelsey That's awesome! Happy Vegiversary! &lt;3"
"328","@britneylam1 To rule out diet track your daily intake &amp; make sure you are getting enough essential nutrients: http://t.co/EB2oWy2TeV"
"329","IMAGINE being GROUND-UP ALIVE at 1 DAY OLD bc you're deemed WORTHLESS.

That's reality 4 male chicks in egg industry. http://t.co/uD7Opl481K"
"330","@AntheaMur They are SO cute! &lt;3 Thank you for choosing adoption!"
"331","@BIEBERBUBBLEZ1 Of course, PETA believes no one should eat dairy, but we still applaud the good things people do for animals. &lt;3"
"332","@FRlGHTFUL Hi! &lt;3 That's great that you want to get more involved. Plz consider joining our Action Team! More info: http://t.co/pKbbTe6dfH"
"333","@_kowaremasu Thanks for your support! &lt;3 #EmptyTheCages"
"334","@HotZanow We need one EVERYWHERE! ;)"
"335","@PoisonGiselle That's awesome! A great way to get started is to order a free vegan starter kit: http://t.co/SxUE1JSy89"
"336","@MsVioletKitten &lt;3"
"337","@KeshaTedder Agreed! &lt;3"
"338","@loryibarra Please send any info you have on this to our Cruelty Investigation Department at CIDinfo@peta.org"
"339","#PETApup Teddy is taking over PETA's #Twitter today! Ì†ΩÌ∞∂Ì†ΩÌ≤ª

Follow us on #Instagram for more: http://t.co/ILOSCYyCDh http://t.co/Sk1LmzSpUL"
"340","@Tracevh For the true story &amp; to see why we support euthanasia: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"341","@annastrong1 Agreed! &lt;3"
"342","@dffna &lt;3"
"343","@Michele_mohsene :("
"344","@LovelyEbb 6-8 million cats &amp; dogs enter shelters each year in the U.S. 3-4 million don't find homes. We shouldn't breed more."
"345","@ashleyrice1986 ""No-kill"" shelters DO turn animals away. Only open admission shelters don't. There are NO ""no-kill"" open admission shelters."
"346","@FuniBeani Thanks for your support! &lt;3 You can get the true story here:  http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"347","@davidsting414 Absolutely heartbreaking! :("
"348","CLOTHING shouldn't come from the DEATH of others.

How to WEAR #Vegan: http://t.co/c2bWPqbLtM #NotOurs2Wear http://t.co/s7bS2WFmLs"
"349","@Denisico2013 Agreed! :("
"350","@Q_graceclarke That's awesome! &lt;3 Vegan cupcakes really are delicious!"
"351","@furmanerica Yes! For example: http://t.co/PQLROHbrQo http://t.co/j7ygFxIJu8 http://t.co/qLxO0XsVcF"
"352","@nathansettles Cows are domesticated animals. It's legal in 44 U.S. states to kill &amp; eat cats &amp; dogs. There's no difference."
"353","@bbbbinky &lt;3"
"354","@LizzyArcher1x That's great! &lt;3 If you need any tips or recipes check out this link: http://t.co/fQQ65CgBfJ"
"355","@ashleyrice1986 For the true story: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"356","@ashleyrice1986 For the correct information: http://t.co/9E3mUuN8R4"
"357","He posted a pic he took from a dairy farm &amp; WAS FIRED.

See how his story ends: http://t.co/0jdLA2NXmL #NeverBeSilent http://t.co/t82ZHnrKhD"
"358","For your lover, friend, mom, or you.

10 Vegan Gifts for Your #Valentine Ì†ΩÌ≤ù http://t.co/FKyDVhF9op #ValentinesDay http://t.co/kLjfCmrFl5"
"359","@w_neknek Check out our favorite vegan recipes and tips here! :) http://t.co/lOs0M1Tph6"
"360","@itsmelmercho YAY! :)"
"361","ICYMI: World's BIGGEST retailer just BANNED #angora

Tell @BCBGMAXAZRIA 2 follow http://t.co/4h3lMnyefb #NotOurs2Wear http://t.co/m1AlLcxZnt"
"362","@owlsnation There is absolutely no need to buy dogs while millions die in shelters."
"363","@WWExoGAC I don't have any news on this. Sorry :("
"364","@myfridgie Same!!"
"365","@simonsam Veteran jockey Chapa accused of CHEATING in race appears in court. PETA relieved: http://t.co/2UJQBlL5Bh"
"366","Many animal tests are conducted OUT OF CURIOSITY &amp; do not even pretend to hold promise for curing illnesses.

#StopAnimalTests"
"367","There is MORE THAN ENOUGH food 2 feed ENTIRE human population.

So WHY are many still hungry?

U might be surprised: http://t.co/wtn2zPAAtO"
"368","SPOTTED: A fish at @MessHallDC's #RAMENWORLD asking attendees to use their ""NOODLE"" &amp; #GoVegan! Ì†ΩÌ∞üÌ†ºÌΩú http://t.co/ArlpImkjw8"
"369","@junebugshhh I don't know. Fur and leather are certainly not vegan. :("
"370","@aliladwithchips Thanks for your support and for spreading the word! &lt;3"
"371","@manuela_pisani Thank you for your compassion! &lt;3"
"372","@HealthMentor1 Exactly! &lt;3 #Compassion4All"
"373","@trendygurl29 &lt;3"
"374","@owlsnation The link we sent you answers that question. Breeding is irresponsible as long as there are millions of homeless animals."
"375","@junebugshhh We understand your point. If you check out our pages we definitely show a lot of animal abuse."
"376","@itsmelmercho We have so many tips!! Check them out here: http://t.co/lOs0M1Tph6"
"377","@J_Bomb5 Thank you! We're so happy to be able to help you &lt;3"
"378","@WendyDavitto Yes! We have to keep spreading the word so more and more see."
"379","@owlsnation Have you ever visited or volunteered at an animal shelter?"
"380","@YESemite of course"
"381","@imturtleman Not sure, but you can give it a try! :)"
"382","@amiisanti It's awful. #BoycottDown"
"383","@Audreyozmc &lt;3"
"384","@GuizarAdri Thank you &lt;3"
"385","@junebugshhh What I mean is people who try a vegan diet don't always do it solely for the animals. The goal is to get more ppl to try it out"
"386","@BethNButera Of course! &lt;3"
"387","@owlsnation Wouldn't responsible decisions include having all of the information?"
"388","@junebugshhh Not all people go vegan just for the animals. However, people tend to become more compassionate once going vegan."
"389","THIS is how #SpayAndNeuter can #StopAnimalHomelessness! http://t.co/RnbzQqgTgI http://t.co/tE4g1gljxA"
"390","What a performance by @sia! #GRAMMYs
 
A powerful voice 4 music AND animals.
 
#AdoptDontBuy #SpayAndNeuter #GRAMMMYs http://t.co/DLtjEWrhQb"
"391","#PaulMcCartney: YOU ARE A LEGEND.

Animals are so lucky to have u on their side!

#Vegetarian #Grammys @paulmccartney http://t.co/xx3W5ubw5P"
"392","@MissFrenchy1 Thank you for always being a friend to animals! ‚ù§ XO"
"393","@smoshkelsey Same! :)"
"394","@Mccoytinsey YES! So happy :)"
"395","@Josh_RiRi_1998 Yay! You're awesome!! :)"
"396","@Zr0zex Totally feel the same way!! Cruelty = gross"
"397","@edengoodall Awful. :( Just another reason to go vegan!! http://t.co/lOs0M1Tph6"
"398","@dframe1313 We've seen and reported this. So awful. Thank you for your concern!"
"399","@nicoleRiD Of course!"
"400","@sarah_gray_7 We are very open about everything we do, especially our stance on euthanasia."
"401","Leave it to @arianagrande to amaze the #GRAMMYs!
 
RT if u can RELATE to her ‚ù§Ô∏è for animals! http://t.co/vmZHSb6W4F"
"402","@jossiem123 Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"403","@here_is_jessie &lt;3"
"404","@junebugshhh No, of course not. Hopefully, trying this program will cause people to experience how rewarding and easy being vegan is!"
"405","@nicoleRiD Luckily, you can still wear some beautiful makeup! Check out our cruelty-free search here: http://t.co/NJocKUJ2jz"
"406","@BukWheet__Media Oh no. Hopefully it is fake!"
"407","@Astharteea We're concerned about these animals. Can you please call this number 757-622-7382, option 2? Thank you!"
"408","@traceydeanne YAY! Thanks for shopping cruelty-free! :)"
"409","@here_is_jessie Thanks for your concern. We've seen this and have reported it to our Cruelty Investigations Department."
"410","@britneylam1 We've got you covered! What's going on?"
"411","@_kowaremasu Loveee you too! :)"
"412","@dostkhan_313 No, we don't. Sorry :("
"413","@Vegankam Thanks! :)"
"414","@ChefKyrieGoat Check out http://t.co/GsdvB9GWMu"
"415","The BEST way to ‚ù§Ô∏è animals is to NOT eat them.

Print Your #ValentinesDay Gift Tags: http://t.co/ip6oj1soej http://t.co/qNWQ3bICat"
"416","@_kowaremasu Aw, you're awesome!! Thanks for speaking out for animals! &lt;3 XO"
"417","@lyndsieoubre YUM! :)"
"418","@Lauracortez19 Happy 15 year Vegiversary! Just think of all the animals you've saved! :) XO"
"419","@Hope_Killer Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"420","@CutieSplinter Check this out and share it with them! :) http://t.co/0qK6OVbVZL"
"421","@pukypower Love it! :)"
"422","@CoffeeShampoo So awful! :("
"423","@Myssveggyyyy Ughhh so horrible! :("
"424","@GodTheUniverse Exactly!! :) #GoVegan"
"425","@MsSharonKitty Thanks for your support! &lt;3 XO"
"426","@freddieisacat Yes! :)"
"427","@MichaelPlusMe Anytime! XO"
"428","@LovePeachyCat We love to hear that!! Thanks for standing up for animals! &lt;3"
"429","@NeedAGPS Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"430","@LauralieTiltoe Email adopt@peta.org! :)"
"431","@gaikudo_ We're looking into how it happened, but of course it was an accident."
"432","@JessJohanssonn We're so happy too! :)"
"433","@sarah_gray_7 For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"434","@furmanerica Agreed! #CaptivityKills"
"435","@emmarobles429 Hope you have a great birthday! &lt;3"
"436","@_rpayne Sadly, it is true. Here are two examples: http://t.co/2uLWPPIcyl http://t.co/beiFsrb96w"
"437","@MaysenEllyse More info: http://t.co/4nVz9JsxXr  http://t.co/35BC5Qu8af"
"438","@LubnaArikat Scary! Glad they are back on track! &lt;3"
"439","@doursen Heartbreaking! :("
"440","@matteo361 For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"441","@jolierey Well said! &lt;3"
"442","@jolierey That's great! Thank you for choosing compassion over cruelty! &lt;3"
"443","@cpfry For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"444","@spiritofkeiko At first, all movements face opposition from those who want to continue doing the criticized behavior."
"445","@anauaht AW, great picture! &lt;3"
"446","@cheezeitz We believe that women and men should be able to use their own bodies in order to make social statements."
"447","@hamsterologist Thanks! &lt;3"
"448","@pukypower So sorry you are going through that! :( If it helps, show them this info: http://t.co/099BoQiZA1"
"449","@Justin_Maloneys More info: http://t.co/9E3mUuN8R4"
"450","@Justin_Maloneys For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"451","@1975ftIarry That's awesome! Happy Vegiversary! &lt;3"
"452","@texbecca3 Thanks for your support! &lt;3"
"453","@SlimSneed AW! Thanks for choosing adoption! &lt;3"
"454","@pukypower Love it! Thanks! &lt;3"
"455","@MissTaekwondoGB Thank you! &lt;3"
"456","@CarolChapman61 For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"457","@FrickHamkus Really is!  :("
"458","@TiffinyKaye We have no quarrel with aboriginal subsistence hunters and fishers who truly have no choice in order to survive."
"459","@KVasilievich AW, thank you for choosing adoption! &lt;3"
"460","@jeanannigans For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"461","""Anytime u speak up 4 something u deeply believe in, u risk offending someone.""

The story of a teacher who SPOKE UP: http://t.co/kTnnINIBYw"
"462","At slaughterhouses animals routinely have their throats cut &amp; some are skinned &amp; dismembered while STILL CONSCIOUS Ì†ΩÌ∏¢ #Reasons2GoVegan"
"463","Orcas stay with their families for life in the ocean.

But at #SeaWorld, MANAGEMENT DECIDES WHO IS FAMILY.

#WTF http://t.co/KOhvdXPE1y"
"464","@rosiebudpisces Actually, it does. Please see where misinformation comes from: http://t.co/Xm8GMDSPya"
"465","@Alohapoppy51 For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"466","@brit_amber_ Thanks for your support! &lt;3"
"467","Happy Friday!

I'm LaVerne, PETA saved me from a tiny trailer.

PLEASE HELP me find a family! http://t.co/FXUSL6GaPJ http://t.co/iXTCtKkg07"
"468","@LoveandLemons Loving your silk free lingerie for #ValentinesDay! You're featured here in our special #VDay list Ì†ΩÌ∏â ‚ù§ http://t.co/vgizc3L3To"
"469","@TiffinyKaye There will always be animals in need. We are trying to help reduce the 6-8 million every year."
"470","@kathynajimy Happy Birthday!! 

We ‚ù§ you &amp; thank you for all your support throughout the years. Wishing you a beautiful day Ì†ºÌæà Ì†ºÌæâ"
"471","If u could HEAR her screams, would u HELP her?

You CAN.

RT &amp; SIGN: http://t.co/mMtqQEKp92 #StopAnimalTests http://t.co/UUvo63tQ4P"
"472","@frankparker &lt;3"
"473","@CutieSplinter :("
"474","@3DdivaLashes Check out veg groups like: https://t.co/xWxDEMl3y4 https://t.co/D18Tk6Jnu5 http://t.co/atv3wpz8Nv http://t.co/W2PfBjSYUP"
"475","@KeshaTedder Right?! :)"
"476","@HGasol For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"477","@ScardShandelle So true! &lt;3"
"478","@aviraghunandan &lt;3"
"479","@Jmb301530 For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"480","@princessomuch http://t.co/9E3mUuN8R4 More info: http://t.co/pGB1LXtahI"
"481","@seedysal For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"482","@JWilliamPope Info on wool: https://t.co/b2r1ThRumQ http://t.co/mO2FJBpb8V"
"483","@JustinBIackwell Either whistle blowers or undercover investigators."
"484","@GilTPolitics For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"485","@joeydhansen For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"486","@JoshtheSloth For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"487","@_jenchilla http://t.co/9E3mUuN8R4"
"488","@amylee21 For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"489","@CjLeighton15 For the correct information &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"490","@CjLeighton15 That site is run by CCF, lobbyists for the meat industry, for the purpose of spreading misinformation: http://t.co/jYSKzc3aIQ"
"491","@ANTONGAUNA For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"492","@Fab_Lolo YAY! So happy to hear that you've decided to go vegan! &lt;3 Check out our favorite tips &amp; recipes here: http://t.co/lOs0M1Tph6"
"493","@TruthVegan We're here to answer any questions for you."
"494","SO CUTE:

After being ""adopted"" by dogs as a lamb, this ADORABLE sheep thinks she's a dog. Ì†ΩÌ∞ë‚ù§Ô∏èÌ†ΩÌ∞∂

WATCH her leap: http://t.co/zh6CFSRKVO"
"495","@waldopizza Your #vegan pizza made #PETA's list of BEST pizza in the NATION! Congrats! Ì†ºÌΩï ‚ù§ http://t.co/V5x5Suk434 http://t.co/lVTNdJJ5ux"
"496","@SizzlePie Your #vegan pizza made #PETA's list of BEST pizza in the NATION! Congrats! Ì†ºÌΩï ‚ù§ http://t.co/V5x5Suk434 http://t.co/mEB3huiBZ3"
"497","@mohawkla Your #vegan pizza made #PETA's list of BEST pizza in the NATION! Congrats! Ì†ºÌΩï ‚ù§ http://t.co/V5x5Suk434 http://t.co/PDEXZ9ONDG"
"498","@BrickRoadPizza Your #vegan pizza made #PETA's list of BEST pizza in the NATION! Congrats! Ì†ºÌΩï ‚ù§ http://t.co/V5x5Suk434 http://t.co/XdeZThVvnx"
