"","x"
"298","@colliemum No such thing: http://t.co/b4BIpF0bDh"
"299","@charlieandy More info: http://t.co/bW17Sbv1YH http://t.co/6gffJCh12A"
"300","@YourPositiveDog No such thing. All breeders fuel the animal overpopulation crisis: http://t.co/fst6lS9GgU"
"301","@youcancareless For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"302","@youcancareless We accept almost no adoptable animals. That's why our adoption rates are low. More info: http://t.co/9E3mUuN8R4"
"303","@belgianbrowndog http://t.co/9E3mUuN8R4"
"304","@belgianbrowndog For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"305","@Jezebel_thomas Most of us at PETA have several pets. We encourage anyone with the love, means, &amp; time to adopt! http://t.co/s1q9UDzcIW"
"306","@amandalisa_45 Thanks for your compassion. I have forwarded this info to our Cruelty Investigation Department."
"307","@Modidoody Thanks for your compassion. I have forwarded this info to our Cruelty Investigation Department."
"308","@Johnsawyer1013 That is not a concern right now considering 6-8 million animals enter U.S. shelters every year."
"309","@IanTheasby We do have videos: http://t.co/Tj2QOX2lBI https://t.co/R7Cznuho5b http://t.co/vbPRKxVUe2"
"310","@IanTheasby No. Here's why: http://t.co/FPivxfS27M"
"311","@halfnelson1973 No. Most of us at PETA have several pets &amp; we encourage people to adopt. http://t.co/s1q9UDzcIW"
"312","@idriesstylez What about the mutts? They are our favorite breed! http://t.co/5CRUfbjkCt #AdoptDontBuy #WKCDogShow"
"313","@Melingham Thanks for all you do for animals! Check out some of our favorites: http://t.co/5CRUfbjkCt #WKCDogShow"
"314","@Puma2Hoya If you love dogs and funny videos, you should check this out: https://t.co/WTLeQIwGbr #WKCDogShow"
"315","@TammyMusso Us too! ‚ù§"
"316","@colliemum What about the love for the millions of homeless dogs and cats? http://t.co/DfvobvGdYP"
"317","@storeym96 Spaying and neutering is a crucial issue right now as there are millions of homeless dogs and cats. http://t.co/DfvobvGdYP"
"318","@whosthatgirl_j He's the best!! Ì†ΩÌ±çÌ†ΩÌ∏çÌ†ΩÌ∞∂"
"319","@Jodyism Looove everything about this tweet! ‚ù§"
"320","@EddieFitness79 Dexter probably feels bad for these pups! He knows what's best for companion animals. http://t.co/lg0rguRSWw #WKCDogShow"
"321","@YourPositiveDog Breeding is the cause of companion animal overpopulation. http://t.co/Nt3D8mv75z
http://t.co/lJTj5N6ryT"
"322","@ar17va Have you ever considered the cause of dog overpopulation? Breeding. http://t.co/Nt3D8mv75z
http://t.co/lJTj5N6ryT"
"323","@RandomFelines Dogs are not accessories, but they also shouldn't be bred for shows like this. http://t.co/G48dREm0bq #WKCDogShow"
"324","@JoeWaters_GVL We agree. We also think they shouldn't be judged, just loved! ‚ù§ http://t.co/lg0rguRSWw #WKCDogShow"
"325","@VickiWintemute You can find all of these breeds in shelters across the US! http://t.co/EsnX87eFGt #AdoptDontBuy #WKCDogShow"
"326","Ì†ΩÌ∞©Ì†ΩÌ∞∂Ì†ΩÌ∞ïÌ†ΩÌ∞©Ì†ΩÌ∞∂Ì†ΩÌ∞ïÌ†ΩÌ∞©Ì†ΩÌ∞∂Ì†ΩÌ∞ïÌ†ΩÌ∞©Ì†ΩÌ∞∂Ì†ΩÌ∞ï

ALL DOGS DESERVE LOVE

Ì†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æÌ†ΩÌ∞æ

DON'T BREED OR BUY, #ADOPT

Ì†ΩÌ∞©Ì†ΩÌ∞∂Ì†ΩÌ∞ïÌ†ΩÌ∞©Ì†ΩÌ∞∂Ì†ΩÌ∞ïÌ†ΩÌ∞©Ì†ΩÌ∞∂Ì†ΩÌ∞ïÌ†ΩÌ∞©Ì†ΩÌ∞∂Ì†ΩÌ∞ï

#WKCDogShow"
"327","@MaryandBessie YES! Also don't buy from breeders or pet stores. Save a life and adopt. ‚ù§ http://t.co/EsnX87eFGt #WKCDogShow #AdoptDontBuy"
"328","@jchez52 Have you considered adoption? It's the best thing you could do for a dog! ‚ù§ http://t.co/EsnX87eFGt #WKCDogShow"
"329","@LivChristianLiv There are so many puppies looking for homes in shelters across the US. http://t.co/lJTj5N6ryT #WKCDogShow #AdoptDontBuy"
"330","@BethanyAtDirect If you're an animal love, please check out this link on the importance of adoption! ‚ù§ http://t.co/EsnX87eFGt #WKCDogShow"
"331","@Amy_Arguello You should also check out this video on dog breeds! https://t.co/WTLeQIwGbr #WKCDogShow"
"332","@lifewitharie @Romillen For sure. 25% of shelter dogs are purebreds. :)"
"333","@sweetheartxoox Sorry, we aren't following anyone new at the moment due to manageability. Thanks for understanding! &lt;3"
"334","@Romillen Yes! Thank you for speaking up for dogs!! ‚ù§ #AdoptDontBuy #WKCDogShow"
"335","@MadelineBacolor Aww!! He's my pick for the night! #TheWayDogsShouldBe Ì†ΩÌ∞∂‚ù§"
"336","@CM_TravelingFG Our favorite breed is the mutt! Check out the funny video to find out why: https://t.co/WTLeQIf5jT #WKCDogShow"
"337","@MadelineBacolor We're sure he's much happier being at home! &lt;3 http://t.co/G48dRE4pjS #WKCDogShow"
"338","@214bee The 75lb lapdog is one of our favorites!! Check out some of our other favorite breeds! Ì†ΩÌ∏ä http://t.co/5CRUfb1JKV #WKCDogShow #adopt"
"339","@alenamaz This is one of my favorite videos! https://t.co/WTLeQIf5jT #WKCDogShow"
"340","@MonaMonet23 They are all beautiful, but is what's best for them?http://t.co/lg0rguAi4Y #WKCDogShow"
"341","@madecker12 If you love pups (who doesn't?!) please check out why adoption is so important! http://t.co/EsnX87wh53 #WKCDogShow #AdoptDontBuy"
"342","@HungryHollyRuns Our favorite breed is the mutt! :) Check out this hilarious video: https://t.co/WTLeQIf5jT #WKCDogShow"
"343","@EzraCoolCat Ezra knows best. This is why many others have an issue with the show: http://t.co/lJTj5MOQHl #WKCDogShow"
"344","@casmittie You're awesome! It's the most rewarding experience. #AdoptDontBuy"
"345","@MonaMonet23 Millie is sooo cute!! Ì†ΩÌ∏ç Please always support adoption of companion animals. http://t.co/lg0rguAi4Y #WKCDogShow"
"346","@casmittie We totally get it! They're all so adorable, but our favorite breed is a mutt! ‚ù§ http://t.co/EsnX87wh53 #WKCDogShow"
"347","@docjuanna Cute socks! Ì†ΩÌ∏ä Check out this hilarious video about purebred dogs vs mutts: https://t.co/WTLeQIf5jT #WKCDogShow"
"348","@ClumberKim If you love dogs please check out this article about the issues with breeding. http://t.co/lg0rguAi4Y #WKCDogShow"
"349","@BB_Rides_On Good question! Check out our response here: http://t.co/UiLQemlbVS"
"350","@kiribeiro Totally. Thanks for boycotting the zoo! &lt;3"
"351","@suz_sm Okay awesome!! I hope so too!"
"352","When 6-8 MILLION homeless animals are entering shelters each year &amp; HALF must be euthanized, there is NO EXCUSE 2 BUY/BREED more #WKCDogShow"
"353","@BruceEggum The haircuts aren't the only thing unnatural about about this show. https://t.co/WTLeQIf5jT #WKCDogShow"
"354","@clleerrr They are awesome but it's definitely not right to pass these diseases on."
"355","@KeshaTedder It's from our landmark Silver Springs monkey case. Check it out here: http://t.co/58wg5wuRZN"
"356","@Nikovious Right!!! Me too &lt;3"
"357","@Ddlovato1992xx Right?! We love rabbits too &lt;3"
"358","@lovesongharry Thanks for your compassion! &lt;3"
"359","@brushfirefairy Thank you!"
"360","@connorfinch3 LOVE IT!!! #BestNews"
"361","@SamGuichelaar Thanks for the advice and the support!"
"362","@taycamenzuli You're so right!! So messed up"
"363","@TracyHuffer Thank you so much for your support! &lt;3"
"364","@AndreaHner98 It's awful and heartbreaking Ì†ΩÌ≤î"
"365","@selmelgar Me too"
"366","@suz_sm You can do a search for our favorite cruelty-free products here! :) http://t.co/NJocKUJ2jz"
"367","@purginprincess Ì†ΩÌ∏î"
"368","@JEM4080 You're awesome! :)) Thanks for your support. XO"
"369","@AJNCO Sorry! We don't have a NYC office."
"370","@dajananicolee That mutts are the best breed! :)"
"371","@IanTheasby Good question! We don't support eating any animals. For more on fish, check out: http://t.co/X2c8W0FTv0"
"372","@flytoshawn Thanks for speaking up for deer!"
"373","@AJNCO http://t.co/VJ5TPPZ6Ut"
"374","@belieberluv8 Exactly!"
"375","@sweetheartxoox Aw! We love you!!! ‚ù§"
"376","@QueenAshleyRob Please watch this video before buying fur: http://t.co/VJ5TPPZ6Ut"
"377","@Sabrina_Moody1 Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"378","#GermanShepherds suffer from 51 INHERITED diseases.

17 Dogs Sick of AKC Standards http://t.co/bckMdxV8Jr #WKCDogShow http://t.co/8CC1NbnAnf"
"379","@lisa_druett Thank you!"
"380","# of animals tortured in labs EVERY YR:

100+ MILL Ì†ΩÌ∞≠Ì†ΩÌ∞πÌ†ΩÌ∞≠Ì†ΩÌ∞π
241000 Ì†ΩÌ∞∞Ì†ΩÌ∞∞Ì†ΩÌ∞∞Ì†ΩÌ∞∞
125000 Ì†ΩÌ∞µÌ†ΩÌ∞µÌ†ΩÌ∞µÌ†ΩÌ∞µ
75000 Ì†ΩÌ∞∂Ì†ΩÌ∞∂Ì†ΩÌ∞∂Ì†ΩÌ∞∂
22000 Ì†ΩÌ∞±Ì†ΩÌ∞±Ì†ΩÌ∞±Ì†ΩÌ∞±

#StopAnimalTests"
"381","Wild animals should NOT be held captive

#Seoul zookeeper DIES from lion attack http://t.co/lmkEEvtYWM #BoycottTheZoo http://t.co/EaVWQAs203"
"382","Dogs should NOT be YANKED around like this

10 Things WRONG w/ the #WKCDogShow http://t.co/554kQFtFzx #AdoptDontBuy http://t.co/mPsS5su7H6"
"383","RESCUED! #AnimalRahat quickly got this scared dog 2 safety, dried him off, &amp; returned him: http://t.co/PyFJ0VUyvk http://t.co/PJWYoC43A7"
"384","NOTHING is worth TEARING fur from rabbits as they SCREAM in pain.

Tell @BCBGMAXAZRIA to STOP: http://t.co/4h3lMnyefb http://t.co/39RIkCtPKr"
"385","URGENT:

Town 2 lure deer into corrals &amp; GUN THEM DOWN as ""population control"".

SIGN to HELP: http://t.co/25gXtflaSn http://t.co/aWV0P6OuF4"
"386","@rauhlx94 Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"387","@JeffKatzPhotog Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"388","@CantHelpFeeling Aww!! We think you are the best!"
"389","@hannahclaiiire YUM! They look delicious! #Jealous"
"390","@Tylerswatson You can also search for cruelty-free products here: http://t.co/NJocKUJ2jz"
"391","@Tylerswatson We did a feature on our favorite cruelty-free face creams. http://t.co/Ynf8aTkhKc"
"392","@Diorable86_LA Us too! ‚ù§ #BoycottSeaWorld"
"393","@angiegboyce"
"394","@roll_son If you love animals, you don't support this: http://t.co/LSPp8zO7kP"
"395","Imagine being GROUND-UP ALIVE at 1 day old bc you're deemed WORTHLESS.

That's reality 4 male chicks in egg industry."
"396","@SimbaJax Thank you for your compassion and for standing up for animals! &lt;3 XO"
"397","@sirenstar Woww!! So awful. Thank you for letting us know."
"398","@angiegboyce You're the best!! :)"
"399","@_deathinbloom That's not true. Please check out the information above."
"400","@chad_causey Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"401","@sirenstar Sorry you had to see that. So messed up. Ì†ΩÌ∏î"
"402","@sirenstar Would you mind forwarding your pictures and any other information to CIDinfo@peta.org? They can look into the incident. Thank you"
"403","@ThatKiidDrew Don't I know it! Ì†ΩÌ∏â"
"404","@manateeinmoline Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"405","@kassidymknaus It's so terrible :("
"406","@sirenstar Nooo!! That's awful. Where did you see this?"
"407","@stutter_step91 Of course not. https://t.co/8ZqLThabO7"
"408","@LuBellusci Love it! Looks awesome!! Ì†ΩÌ≤ú"
"409","@LeeWayneRyder Please learn the truth and see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"410","@WhoIsQuise Ha! But seriously check out: http://t.co/VJ5TPPZ6Ut"
"411","@CallMeSweeny What a cruel movement. http://t.co/VJ5TPPZ6Ut"
"412","So great to see the one &amp; only @PaulMcCartney rock #SNL40 once again!

#Vegetarian #Hero4Animals http://t.co/jrPbtDyZ4U"
"413","Hate traffic?

Imagine traveling across the country in a cramped &amp; stuffy boxcar for DAYS AT A TIME #BoycottTheCircus http://t.co/mhoFI0W3Fo"
"414","#Reasons2GoVegan: Because no one should have to suffocate for someone else's #SUSHI.

No matter how small they are. http://t.co/cR4sxRSB4o"
"415","@yobancauranga20 Anytime!"
"416","@islandgirl2222 Awful"
"417","@halfnelson1973 Of course. Hope you check it out."
"418","@princessbabygi It's awful. Thanks for your compassion!"
"419","@yobancauranga20 It's made from curdling soy milk or mashed soybeans. Check out our favorite tofu recipe! :) http://t.co/BosIlSLAeP"
"420","#JustLikeHumans: Elephants will extend their trunks to each other when meeting for the first time. Ì†ΩÌ∞ò‚ù§Ô∏èÌ†ΩÌ∞ò http://t.co/m8uKrldO2w"
"421","@Jgoldenrod We believe no animal deserves this torture. So we promote spay&amp; neuter and adopt/not buying http://t.co/DfvobvGdYP"
"422","@Jgoldenrod We do believe euthanasia is more humane than warehousing animals in cages 2 live out their ""lives"" http://t.co/BKFSqWzXpl"
"423","@Jgoldenrod 3-4 million animals are euthanized in shelters each yr in US. Too many animals not enough homes."
"424","Babies should NOT be born solely 4 people to TORTURE in experiments.

HELP #StopAnimalTests: http://t.co/DjWWGVg7hs http://t.co/P3SLRWCSWn"
"425","Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±

NEVER BREED OR BUY

Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±

#Adopt #SpayAndNeuter

Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±Ì†ΩÌ∞∂Ì†ΩÌ∞±"
"426","@ThatKiidDrew Ha! But seriously check out: http://t.co/VJ5TPPZ6Ut"
"427","@halfnelson1973 Please check out where misinformation comes from: http://t.co/JD42f39ZYS"
"428","@Pinscher3 :("
"429","Starring #MollyShannon #PhilHartmann &amp; @kevin_nealon!

5 Best #SNL #AnimalRights Skits: http://t.co/1s30aC9S8n #SNL40 http://t.co/ES9ECIYy65"
"430","@skycat104 :("
"431","@talwar_jeet Well said!"
"432","@crplaisir Ha! But seriously check out: http://t.co/VJ5TPPZ6Ut"
"433","@maison_royale_ It's awful. Ì†ΩÌ≤î"
"434","@shortnsnappy284 Thank you! XO"
"435","@Paranormal_Crew We believe no animal deserves this torture. So we promote spay&amp; neuter and adopt/not buying http://t.co/DfvobvGdYP"
"436","@Paranormal_Crew We do believe euthanasia is more humane than warehousing animals in cages 2 live out their ""lives"" http://t.co/BKFSqWzXpl"
"437","@Paranormal_Crew 3-4 million animals are euthanized in shelters each yr in US. Too many animals not enough homes."
"438","@JasmineDibe Thank you for your support! XO"
"439","62 dolphins DIED at #SeaWorld in 10 YRS.

7 Dolphin Facts They Won‚Äôt Tell You: http://t.co/gSXBIgx1hG #CaptivityKills http://t.co/RpTCKjiT7j"
"440","@Kateemaria Us too! ‚ù§"
"441","@x_john_evans_x Thanks for supporting our cause! ‚ù§"
"442","@Pamela_Karan Thanks for standing up for animals abused for entertainment! #BoycottTheCircus #BoycottTheZoo"
"443","@1HIGHLYFAVOR Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"444","@breannabrowne YAY!! Keep it up! Check out our favorite tips and recipes here: http://t.co/lOs0M1Tph6"
"445","@stayhealthy_911 Anytime! :)"
"446","@claudiacakes120 YAY!!! You're awesome! ‚ù§"
"447","@__joie What? Please report this to CIDinfo@peta.org."
"448","@Nick_Peeters_ Thank you for speaking out for animals! You're awesome!  ‚ù§ #Compassion4All"
"449","@Marlonman01 Thank you! We suggest shopping completely cruelty-free. No fur or leather! More information here: http://t.co/lsY5x2zjvh"
"450","@lofthouseabi Yes! More on why PETA sometimes uses nudity here: http://t.co/fiwWjTa1SD"
"451","@rubegal #Vegan4Life"
"452","@politico_n Thank you!"
"453","@tysonmiddy2000 Also, you should follow @peta2!"
"454","@tysonmiddy2000 You can do it and we can help!! Check out our favorite tips and recipes for going vegan! :) http://t.co/lOs0M1Tph6"
"455","@SalMaltese https://t.co/8ZqLThabO7"
"456","@SupremeRair Yep! :)"
"457","Ì†ΩÌ∞µÌ†ΩÌ∞∑Ì†ΩÌ∞∞Ì†ΩÌ∞±Ì†ΩÌ∞¨Ì†ΩÌ∞πÌ†ΩÌ∞µÌ†ΩÌ∞∑Ì†ΩÌ∞∞Ì†ΩÌ∞±Ì†ΩÌ∞¨Ì†ΩÌ∞π

THERE IS NO DIFFERENCE

Ì†ΩÌ∞ÆÌ†ΩÌ∞çÌ†ΩÌ∞ªÌ†ΩÌ∞≥Ì†ΩÌ∞∂Ì†ΩÌ∞•Ì†ΩÌ∞ÆÌ†ΩÌ∞çÌ†ΩÌ∞ªÌ†ΩÌ∞≥Ì†ΩÌ∞∂Ì†ΩÌ∞• 

LOVE ALL ANIMALS

Ì†ΩÌ∞¢Ì†ΩÌ∞ôÌ†ΩÌ∞ØÌ†ΩÌ∞´Ì†ΩÌ∞üÌ†ΩÌ∞òÌ†ΩÌ∞¢Ì†ΩÌ∞ôÌ†ΩÌ∞ØÌ†ΩÌ∞´Ì†ΩÌ∞üÌ†ΩÌ∞ò

#Compassion4All"
"458","Yes, THEY ARE ALIVE &amp; GOING INTO A GRINDER.

What Happens to Male Chicks in the Egg Industry: http://t.co/Tq4FHWa7d3 http://t.co/t8Nlt92QDQ"
"459","@EricNulens You said it!! Ì†ΩÌ∞∂Ì†ΩÌ≤ú"
"460","@PrincessNalish &lt;3"
"461","@xROMYROMEx Yep! http://t.co/VJ5TPPZ6Ut"
"462","@xdlovesdancex better believe you have the cutest valentine!!!! &lt;3"
"463","@Whtmstr13 Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"464","@XGN_JOEYY Contact CIDinfo@peta.org"
"465","@theveggieviper Yumm!!! Sounds like the perfect Valentine's Day dinner! &lt;3"
"466","@racquetball54 Too cute! :)"
"467","@light_jak Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"468","@lucascp03 Thanks so much for your support! Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"469","@daveywho2000 Right?! Isn't he the cutest! :)"
"470","@CedBinzz Thanks for your support!"
"471","@MaxwellGover Ha! But seriously check out: http://t.co/VJ5TPPZ6Ut"
"472","Ì†ΩÌ∞±‚ù§Ô∏èÌ†ΩÌ∞∂‚ù§Ô∏èÌ†ΩÌ∞±‚ù§Ô∏èÌ†ΩÌ∞∂‚ù§Ô∏èÌ†ΩÌ∞±‚ù§Ô∏èÌ†ΩÌ∞∂‚ù§Ô∏è

SHELTER ANIMALS DESERVE LOVE TOO

#AdoptDontBuy #ValentinesDay

Ì†ΩÌ∞±‚ù§Ô∏èÌ†ΩÌ∞∂‚ù§Ô∏èÌ†ΩÌ∞±‚ù§Ô∏èÌ†ΩÌ∞∂‚ù§Ô∏èÌ†ΩÌ∞±‚ù§Ô∏èÌ†ΩÌ∞∂‚ù§Ô∏è"
"473","@AnneliesePlace Thanks so much! Bunnies thank you too ‚ù§Ô∏è"
"474","UPDATE:

@UniverSoulCirc CITED for abusive behavior following reports of inserting a bulhook into elephant's mouth: http://t.co/4Bpk4qiOFm"
"475","If you LOVE animals, share your home with the ones who NEED you the most. #AdoptDontBuy #ValentinesDay http://t.co/yM1qonrG4s"
"476","Lolita is ALL ALONE on #ValentinesDay, instead of with her family Ì†ΩÌ≤î

Send her some LOVE: http://t.co/9wvAm3aTXZ http://t.co/8dHjy4EqbF"
"477","BREAKING:

Bullhook reportedly inserted into elephant's mouth at #UniversoulCircus in #Atlanta.

PETA STATEMENT: http://t.co/05mAWstuFk"
"478","These 3 rats are LOOKING FOR LOVE Ì†ΩÌ∏çÌ†ΩÌ∞≠

Be their forever #Valentines: adopt@peta.org http://t.co/TpnQTi8O2X"
"479","NOTHING compares to the unconditional love from a rescued animal ‚ù§Ô∏è #ValentinesDay http://t.co/Al4BsjG8S2"
"480","@MichaelPlusMe Here's some info on adopting a rescue cow: http://t.co/bwOkU0j2ij"
"481","Does YOUR school have what it takes to WIN?

VOTE for Best #Vegan-Friendly College of 2015! http://t.co/FB2NI28XDK http://t.co/N9TBSYGFLO"
"482","@MorbidEntree Alternative methods are more effective and cruelty-free: http://t.co/9JNUijYOBB"
"483","@simplygizzy_ :("
"484","@JazziFizzleStix Right?! &lt;3"
"485","@almajasleen Thank you! Happy Valentine's Day! &lt;3"
"486","@pukypower @peta2 is our youth division: http://t.co/K1wuz7dGvj"
"487","Go bananas! Ì†ºÌΩå #GoVegan #BananaBoy http://t.co/uL8L2tRMuH"
"488","@MeowLovingFreak Thank you! I forwarded this message to her! &lt;3"
"489","Spotted in Victoria, BC: Some friendly activists encouraging passersby to go bananas in the bedroom &amp; #GoVegan! Ì†ΩÌ∏â http://t.co/1TbbDtDPtC"
"490","@MattK9211 So unnecessary and cruel! :( We are definitely trying! &lt;3"
"491","@MattK9211 All current openings are listed here: http://t.co/VdKuzRsz8e"
"492","Hi, I'm Kora!

I'm looking for someone to be my valentine today &amp; everyday! Ì†ΩÌ≤ù

#Adopt me! http://t.co/qkDzg4WJYn http://t.co/GzeQnjdSxp"
"493","@ThisIsRobThomas #HappyBirthday &amp; #HappyValentinesDay! Ì†ºÌæà Ì†ºÌæâ
 
We hope you enjoy this special day w/lots of love &amp; doggy kisses from Samy ‚ù§Ô∏è"
"494","@CoppAli AW, so cute!! &lt;3"
"495","@Vivienmj It is sad! Pets are for life! &lt;3"
"496","@marklcfc1976 Most animal tests aren't relevant to human health &amp; don't contribute meaningfully to medical advances http://t.co/of8YBvJBR7"
"497","@_____CP_____ Oh my goodness! She is SO cute!! &lt;3"
"498","@MollyNicoletta So true! &lt;3"
"499","@heunland We aren't familiar with CT but I forwarded the info along for someone to look into! Thank you! &lt;3"
"500","@ceri_bethan Thanks for your support! &lt;3"
"501","So many homeless animals are looking for THEIR #valentines. #AdoptDontBuy ‚ù§Ô∏è http://t.co/gawFIyuJJ1"
"502","NEWS OF THE WEEK: World‚Äôs LARGEST clothing retailer BANNED #angora &amp; DONATED remaining stock http://t.co/c8HMvIOXmS http://t.co/JEagCmWnOg"
"503","@sglouali Thank you for choosing compassion over cruelty! &lt;3"
"504","@GerlingsC &lt;3"
"505","@annastrong1 &lt;3"
"506","@AbeirAlkhaldi Thanks for your support! &lt;3"
"507","@shashaz5 Thanks for your support! &lt;3"
"508","16 Recipes to Warm Your Lover's Heart AND Improve its Health: http://t.co/6RSETBWfK9 

#HeartMonth #ValentinesDay http://t.co/PCOmC833OH"
"509","#TearsOfJoy: Little girl meets her adopted #valentine 4 the 1st time ‚ù§Ô∏è

WATCH: http://t.co/iHUFi3lIJF #ValentinesDay http://t.co/nFpDiTg8Ef"
"510","@_____CP_____ Tweet a pic!  &lt;3"
"511","@Becks543 Sorry you feel that way. But we don't believe in letting animals suffer: https://t.co/FMA3CXfrLt"
"512","@MeowLovingFreak Glad to hear it! &lt;3 That does look bad! :("
"513","@Mica_D AW! &lt;3"
"514","#StopAnimalTests: Because animals are not ""things"" to be experimented on. #NotOurs2Use http://t.co/YWtBFaRZeb"
"515","@LyndaG1963 http://t.co/vbMNi1Feol"
"516","Oops...

#SeaWorld salaried employees received an unpleasant surprise today, they DIDN'T GET PAID: http://t.co/LbrjMGBKF7"
"517","@Vegan4Animal True. They support hunting &amp; using animals 4 food &amp; fur http://t.co/VmPq34kvDf http://t.co/BM6lhKuFNf http://t.co/rCx6vYzmEa"
"518","@Sie7emusic TY for sharing this important issue &amp; supporting a healthier lifestyle ‚ò∫Ô∏èWe hope others will take the time to consider going veg"
"519","@iixxgeniexxii Sad! :("
"520","@SarahNesKa Love it! &lt;3"
"521","@ComeBackIsReal They sell their products in China where animal testing is required by law for imports: http://t.co/TeAvFyfmRB"
"522","@kissmypurr Thanks for your support! &lt;3"
"523","@Lover2000Animal Very close! It's on 42nd Street, between 7th Ave. and 8th Ave."
"524","@MollyNicoletta Thanks for your compassion. I have forwarded this info to our Cruelty Investigation Department."
"525","40 PETA supporters reminded #BaconFestLA attendees WHO had to DIE 4 their ""event"": http://t.co/SM9qculSdC #GoVegan http://t.co/HUjOg97bpk"
"526","@letgoandletlive Plants aren't sentient beings."
"527","@KayBirchall Just the one in the U.S. but we ship internationally! &lt;3"
"528","@autcru You should read the info we have already sent  you. Also, that comes from CCF, lobbyists 4 the meat industry http://t.co/jYSKzc3aIQ"
"529","@autcru What does it say it on Facebook?"
"530","The ONLY thing to be learned at zoos is how much animals long to be FREE when they are CONFINED. #BoycottTheZoo http://t.co/cNEw11zLpR"
"531","@marissamajors77 Agreed! &lt;3"
"532","@FUJIKORITA That's awful! :("
"533","@simonsam Spreading the #fur message in the LOUDEST way we could think of! @Pink now at #TimesSquare! Ì†ΩÌ≥∑@ruvenafanador http://t.co/Q74IrAi0bC"
"534","@bandsaresorad They are SO cute! &lt;3"
"535","@anestrada7 AWW! Thank you for choosing adoption! They are so cute! &lt;3"
"536","@JDPolsley Sad! Based on the info in the article it seems she genuinely thought the animals were in danger!"
"537","@JulesK_7 It's SO delicious! &lt;3"
"538","While we celebrate #VDay w loved ones, Lolita is stuck in a tank ALONE Ì†ΩÌ≤î http://t.co/whX0Mfx0Df #NeverBeAloneVday http://t.co/G3jcQ0CTf6"
"539","From snacks, to salads, to soups, &amp; MORE.

50 Shades of #KALE: http://t.co/16qzRWFhAg #Vegan http://t.co/GeEXFDos7V"
"540","Horses should be running in FIELDS, not dodging STREET TRAFFIC. #BanHorseCarriages http://t.co/Y2XSW6eA31"
"541","@BlondeMusings_ Absolutely horrific! :("
"542","@jackcoryatpa Open-admission but they aren't ""no-kill"" http://t.co/8bvLjqzp8x We see the animals they turn away: http://t.co/pGB1LXtahI"
"543","@Mayahpinion We do have some positions that are remote. Just select ""telecommuting"" for location. &lt;3"
"544","@FUJIKORITA Can't read it. What is it for?"
"545","@bandsaresorad That's great! &lt;3"
"546","@Mayahpinion Here are all current openings: http://t.co/VdKuzRsz8e"
"547","@BlondeMusings_  Definitely! :("
"548","@TwiAnaLuiza Animals are beaten, hit, &amp; jabbed w/ sharp hooks so that they'll perform difficult &amp; confusing tricks :( http://t.co/SPav0f6Lmv"
"549","@KayBirchall What a great boyfriend! &lt;3 Here you go: http://t.co/SCCZpNfrZo"
"550","@jackcoryatpa No such thing as open-admission ""no-kill"". Call &amp; ask. They will say they have capacities. Not open-admission if you turn away"
"551","Bears, elephants, &amp; tigers DO NOT ride bikes, stand on heads, balance on balls, or jump thru fire rings unless forced to. #BoycottTheCircus"
