"","x"
"235","#Philippines Senate open inquiry on findings of widespread police #torture, force &amp; impunity. http://t.co/2wkxNrGOVt http://t.co/zYLN5GRZ4N"
"236","#Bahrain: Activist handed 3-year sentence for ripping up photograph of the King. http://t.co/kRR6IerakD http://t.co/h5fWAhGQai"
"237","@capiernot Thanks so much for your support!"
"238","@KathrynWallenst Thanks for your support, Kathryn!"
"239","@NGMilano Thanks so much for your support, Nadia!"
"240","#HumanRights: Police are duty bound to facilitate, not impede the right to peaceful protest. @BilldeBlasio @CommissBratton"
"241","#Police must respect right to peaceful protest &amp; avoid use of force, rubber bullets, tear gas, &amp; LRAD’s which can result in injury or death."
"242","Find out how you can get involved with @johnlegend today to #WriteforRights! @MTVact http://t.co/eYXMuTldV3 http://t.co/Fb3RfjLFaf"
"243","Barriers to health care have more than doubled maternal death rates in #SouthAfrica. #16days http://t.co/RZ3yqCjPjp http://t.co/0ZYrbTJe6F"
"244","Deaths of #EricGarner #MichaelBrown #AkaiGurley &amp; #TamirRice demonstrate need for US to review use of force by police http://t.co/6Sx0yTQAL1"
"245","Peaceful protest is a #HumanRight. Stand with #NYC, #Ferguson, #Ayotzinapa &amp; peaceful protesters worldwide. http://t.co/C9o7NpHEEp"
"246","Death of #EricGarner intensifies need for US to address the use of lethal force by #police. http://t.co/XhrpWGqxD6 http://t.co/oQia7KXHiV"
"247","The death of #EricGarner demonstrates again the need for a national review on the use of force by #police. http://t.co/XhrpWGqxD6"
"248","BREAKING: Court issues stay of execution for #ScottPanetti, a #Texas man with severe mental illness.  http://t.co/Ttxjnt7uzc"
"249","30 years after the devastating #Bhopal disaster, gas leak survivors are still suffering: http://t.co/7wPpuNAORk http://t.co/4FUhoS0ULo"
"250","Today #Texas plans to execute severely mentally ill man, #ScottPanetti. @GovernorPerry, stop this shameful execution! http://t.co/GyP2MuusnM"
"251","@sgeoffa Thanks for your support, Stephen!"
"252","@amyvcooper Thanks so much for your support, Amy!"
"253","@juliamaeve Thanks so much for your support, Julia!"
"254","Gender-based violence affects all society and oppresses half of its members. #16days http://t.co/7GyXeVJVEb http://t.co/8zhnxqCgxI"
"255","@pidegroote Thanks for your support, Pieter!"
"256","Make sure this is the last birthday Liu Ping spends behind bars. #China #Write4Rights http://t.co/OpmQswRSx6 http://t.co/Va5cMvf8Mf"
"257","@ninth_immortal Thanks so much for your support, Al!"
"258","@badgermom88 Thanks so much for your support!"
"259","@perrottetc Thanks for your support, Camille!"
"260","@kcarrab Thanks for your support, tracy!"
"261","@Jennifly Thanks for your support!!"
"262","@MurphyMurphy20 Thanks for your support, William!"
"263","@SinSea420 Thanks so much for your support!"
"264","@SusanSarandon Thank you, Susan!"
"265","@IAFC_Cares @AnneB19 @ChiHomeless @ILRaiseYourHand @ILhumanities Thank you!"
"266","@dfwvolunteer Thanks so much for your support!"
"267","@Village_Care Thanks!"
"268","@Cabtastrophe Thanks so much for your support!"
"269","@D_Kiener Thanks so much for your support, Danielle!"
"270","Her mom is in prison for fighting corruption in #China. Help Liu Ping come home. #Write4Rights http://t.co/FE9oIuCljA http://t.co/gdhniJE3Vx"
"271","With just a few words, you could help change a life. Join us for #Write4Rights 2014! http://t.co/DCosULBvsZ http://t.co/EroGaz7mIm"
"272","In solidarity with peaceful protesters against police violence http://t.co/z0ai2445R8 #HandsUpWalkout http://t.co/0zfAY7q0Dc"
"273","On #WorldAIDSday demand an end to #HIV stigma in #SouthAfrica that is killing thousands of women &amp; girls. http://t.co/2nnk5Frdsc"
"274","#Egypt must end wave of home demolitions, forced evictions in Rafah amid media blackout. http://t.co/4TJDWLEy3L http://t.co/yJPkJEvHVv"
"275","#Mexico: Drop charges &amp; urgently release 11 held for protest over disappeared students http://t.co/CrjyTvJxdV http://t.co/D9LO7GEBPe"
"276","#Texas must halt ‘shameful’ execution of man with severe mental disability. #deathpenalty http://t.co/7gzQHTDFHB http://t.co/6lI0uFfkDx"
"277","UN urges Chicago to pass ordinance for survivors of #torture by Chicago police http://t.co/twMVb9L2MH #ChiCouncil @RahmEmanuel"
"278","@serkes Thanks so much for your support, Ira. What a nice tradition!"
"279","@RandiM20 Thanks so much for your support, Randi!"
"280","#Mexico: Torture &amp; ill-treatment, including beatings, fake asphyxiation &amp; sexual abuse, routinely used by authorities http://t.co/5gMDwJoP4c"
"281","Peaceful protest is a #HumanRight. Stand w/ #Ferguson, #HongKong &amp; peaceful protesters worldwide. http://t.co/K2x9Ki2M52"
"282","US #police practices must be reviewed to address widespread patterns of racially discriminatory treatment. http://t.co/5z4c83EsDx"
"283","By the time you go to bed, 82 individuals will have been murdered in #Brazil. 77% are black youth. http://t.co/Uj5SN8bLKD"
"284","#Pakistan: Appalling sentence against TV channel will have chilling effect on media freedom. http://t.co/E0DJV4jDPE http://t.co/3X2fvn4uKM"
"285","77% of the 56,000 murdered each year in #Brazil are black youth. From #Ferguson to Brazil, #BlackLivesMatter http://t.co/ioLrAmvvse"
"286","#US keeps minute records on people’s phone data but not data on #police shooting civilians: http://t.co/9nzwLsnNl5"
"287","The world has its #EyesOnFerguson to ensure the fundamental human right to assemble is respected. #Ferguson http://t.co/s4IcPabipw"
"288","@aatheus Thanks so much for your support!"
"289","#UAE: Man tortured &amp; jailed after peacefully advocating for his imprisoned father's release on Twitter. http://t.co/23zOWY9vcl"
"290","@nsmartinworld, everyone has the right to live free from violence &amp; without risk of being targeted because of their sex or gender"
"291","Every woman has the right to live free from violence. End #ViolenceAgainstWomen #16days http://t.co/uDdDumFgXM http://t.co/gmSoRMItQE"
"292","Peaceful protest is a #HumanRight. Stand w/ #Ferguson, #Ayotzinapa, #HongKong &amp; peaceful protesters worldwide http://t.co/GE6QjlNtsU"
"293","@TimPeebles http://t.co/0jQ0PFNhGO"
"294","Our observers saw 4 large buildings on W Florissant &amp; Chambers engulfed in flames. No firefighters in sight #Ferguson http://t.co/2eRAYITxsV"
"295","@blueingeorgia Thanks so much for your support, Laura"
"296","Police practices must be reviewed to address systemic racial discrimination by police in #Ferguson &amp; nationwide. http://t.co/5z4c83EsDx"
"297","US must address unjustified, excessive and lethal use of force by police in #Ferguson &amp; nationwide. http://t.co/5z4c83EsDx"
"298","""Officers are duty-bound to facilitate the right to peaceful protest, not impede it"" @StevenWHawkins #Ferguson http://t.co/iYRgAQ30JD"
"299",".@amnesty is watching #Ferguson to ensure #HumanRights are protected, including the right to peaceful protest."
"300","#Ferguson officials must respect each individual's right to peaceful expression in response to grand jury decision. http://t.co/Bn0RwCCEfO"
"301","#Gambia: Homophobic law could mean life in prison &amp; greater risk of abuse for #LGBT community. http://t.co/xXeb972Gxz http://t.co/AOZN9Jclxo"
"302","@remeredyth Thanks so much for your support, Robert"
"303","@Stop_Chokeholds @OpFerguson @GovJayNixon The DOJ must take action on unjustified &amp; lethal use of force by police. http://t.co/5z4c83EsDx"
"304","The right to peaceful protest MUST be respected in #Ferguson. @GovJayNixon, the world has its #EyesOnFerguson. http://t.co/sOF4tc0pSG"
"305","After 41 yrs in solitary, Albert's conviction has been overturned 3 times. #FreeAlbertWoodfox http://t.co/XWeW6uRknx http://t.co/HGakkouW0b"
"306","@crawdecker Thanks so much for your support, Bill!"
"307","114 of 193 UN member states vote in favor of a resolution to end the #deathpenalty globally. http://t.co/1TllFgfFAg http://t.co/8HSXoiV5e8"
"308","#Ferguson police must respect each individuals right to peaceful protest. @GovJayNixon http://t.co/sOF4tc0pSG http://t.co/rY9ngW47Z9"
"309","#Honduras: Attacks continue against #HumanRights activists. http://t.co/Nse4JPtzOr http://t.co/qZ2O9I95kz"
"310","Write a letter. Change a life. #Write4Rights. http://t.co/gARmmZob11 http://t.co/poAk48BuOa"
"311","Victory! Afghan authorities commit to ensure Brishna’s safety. http://t.co/JP4TGzzB3k http://t.co/YDslAc2B0r"
"312","After 40 years in isolation, Albert Woodfox must be released following the latest court ruling http://t.co/4omVuLKh7Q http://t.co/ZcIuheHFs6"
"313","@AdrianParedes We are watching the situation in Mexico and demanding justice #AccionGlobalporAyotzinapa #AyotzinapaSomosTodos"
"314",".@OpFerguson We have a team there. Will have official delegation in #Ferguson w/in 24hours of Grand Jury decision, maybe sooner"
"315","We stand with imprisoned #HumanRights lawyer @DrAlRoken &amp; demand his freedom! #UAE @HHShkMohd #wishyouwerehere http://t.co/nHossMNSBW"
"316","#US must take action on the unjustified, excessive &amp; lethal use of force by #police in #Ferguson and nationwide. http://t.co/V1aaTTDfFL"
"317","@paolobronzi2 Thanks so much for your support, Paolo"
"318","@ToryGates Thanks so much for your support, Tory"
"319","New tool against government #surveillance scans your computer for major known spyware. http://t.co/DpHmAIfkFa http://t.co/ERmm8ndMTz"
"320","""In the end, we will remember not the words of our enemies, but the silence of our friends."" -Martin Luther King, Jr http://t.co/BrNYcI56hj"
"321","5 #Guantanamo detainees transferred today, including Hussain Almerfedi, a #Write4Rights 2012 case. http://t.co/P151952rkD"
"322","Crisis investigators quickly respond in conflict zones to investigate #HumanRights abuse &amp; demand civilian protection http://t.co/eK1XWKccCp"
"323","Internet freedom faces new attack as #China seeks to shape global web rules. http://t.co/OOFuHzr4Qa http://t.co/oItQOeUSiR"
"324","Hadiya, honor student and dreamer, was shot in the back &amp; killed at 15. Act now! #Write4Rights http://t.co/fISO6g186e http://t.co/vFSkPDzAdf"
"325","UN sends clear message to #NorthKorea that there must be justice for crimes against humanity. http://t.co/QCK3ApQ9vj http://t.co/7ApX53Q6Rm"
"326","Join @johnlegend &amp; millions more to ensure #HumanRights for all. #Write4Rights http://t.co/P151952rkD http://t.co/tNVyqOMwaW"
"327","@IJDjurkin Thanks for your support!"
"328","@ickorwan Thanks so much for your support, Klaus"
"329","@GriffinGarcon Thanks so much for your support, Griffin!"
"330","@yagivoice We've repeatedly spoken out, including http://t.co/gcp1Jq1f6O‘cynical and https://t.co/ZVu3FO0PNj"
"331","Arrest and #torture of 8 individuals this month reveals the shocking scale of state-sponsored homophobia in #Gambia. http://t.co/dANprVg4X4"
"332","“I believe #HumanRights are everyone’s concern - no matter where you live.” Join @johnlegend &amp; #WriteforRights http://t.co/tHCMcV1Emj"
"333","Ruthless crackdowns in #UAE expose deeply repressive state beneath facade of glitz &amp; glamour. http://t.co/KghVNbezQF http://t.co/oTqPtcWeZc"
"334","#USA: Hadiya was shot &amp; killed at 15. Add your support for the Youth PROMISE Act #Write4Rights http://t.co/fISO6g186e http://t.co/SzoXr8IIa4"
"335","State of emergency in #Ferguson must not be used to violate human rights, including the right to peaceful protest. @GovJayNixon"
"336","”Papa, believe me I’d never thought I would live without you.” Help Raif Badawi come home to his family #Write4Rights http://t.co/6Jpg6wJbyN"
"337","Nadya and Masha of @pussyrrriot stand with and for a free #Russia! http://t.co/EZhdDRCpbI"
"338","#China: Authorities intensify crackdown against activists supporting #HongKong protests. http://t.co/p8TFoFtRqs http://t.co/miDrYIpFrS"
"339","President Obama: Make sure Indigenous women can access post-rape care. http://t.co/rSzlszwT41"
"340","#Mauritania must end clamp down on anti-slavery activists. http://t.co/nsKnA8qVx4"
"341","The total abortion ban is the leading cause of suicide for pregnant teens in #ElSalvador. Act now: http://t.co/aTTuzuA3QN #Write4Rights"
"342","#Qatar: Steps to end migrants’ exploitation ahead of #WorldCup ‘woefully insufficient' http://t.co/WyQEB3NdEL http://t.co/rnpGSKzIir"
"343","Syrian and Palestinian #refugees are at imminent risk of deportation from #Egypt. http://t.co/l7rBg7PlGd http://t.co/2uHQjURhHY"
"344","@KarenKts11 Yes. Join us to demand Dow Chemical, UCC's parent company, take responsibility in court: http://t.co/dOhcDOdnxS #w4r"
"345","BREAKING: Victory for #Bhopal gas leak survivors as gov't promises additional compensation. http://t.co/KsL0e2fAUS http://t.co/lfs9O33p8R"
"346","#Zimbabwe: Riot police. Protestors threatened w/ weapons. Rights violated. Learn more @LinkTV http://t.co/GGHE64mOaM http://t.co/1aFcHksWPQ"
"347","Your letters have the power to shatter barriers &amp; inspire hope. Act now #Write4Rights http://t.co/QyVtD3zmXC http://t.co/8r3Y1d8rGt"
"348","""This was not an unavoidable incident"" - Martin Sheen on #Bhopal http://t.co/TbrFcWG3vf @APrayerForRain http://t.co/bryVYzIUmj"
"349","Hollywood takes on corporate giant @DowChemical over #Bhopal gas disaster in @APrayerForRain http://t.co/tHvQmw4YYU http://t.co/nQ0efIxDai"
"350","#LGBT rights are human rights.  http://t.co/XUbhHNVosV http://t.co/0X0KIxcFRD"
"351","In 72 hours, US ally #Egypt could shut down all independent civil society. Will President @BarackObama speak out? http://t.co/OhdtObTw2J"
"352","“I don't fear death; I fear remaining silent in the face of injustice.” Malalai Joya #Afghanistan http://t.co/hJPQXxZ8Kr"
"353","#China: 76 activists remain in detention for supporting #HongKong protests. http://t.co/LTD8WYhXwJ http://t.co/k1DFHlUP4g"
"354","2 of Jorge’s 7 children were shot to death in #Brazil. Help him get justice. #Write4Rights. http://t.co/YDTaAqXM6v http://t.co/AyG5xxc1Ew"
"355","Star-studded cast brings corporate crime in #Bhopal to big screen tomorrow in @APrayerForRain http://t.co/7NbLdTEcb4 http://t.co/SvIqAjraYq"
"356","#CARcrisis: UN credibility at stake as violence against civilians escalates. http://t.co/weRMxMwynR http://t.co/aj1kmagnaU"
"357",".@APrayerForRain exposes horrors in #Bhopal. Demand @DowChemical respond to court summons http://t.co/2rT4OCKji6 http://t.co/p04OqgaAbl"
"358","Living with #Ebola in #SierraLeone: “It feels like the whole country is in quarantine” http://t.co/k6Pt1Ht1om http://t.co/nHrTSnA1Kw"
"359","""All I can remember are the pieces I saw of bodies, teeth, head, arms"" #Israel targeted civilians in #Gaza attacks. http://t.co/95Py5Hp7Hz"
"360","@awsports23 Thanks so much for your support, John!"
"361","@Sharzg Thanks so much for your support, Sharon!"
"362","Israeli forces have brazenly flouted laws of war in targeted attacks on family homes in #Gaza. http://t.co/95Py5Hp7Hz http://t.co/b3FOE5Vg9E"
"363","""You were my voice when I had none."" Demand justice, inspire hope and #Write4Rights http://t.co/l8i3RKbCNW http://t.co/16nGqzdQzm"
"364","@MichaelHaines16 Thanks so much for your support, Michael!"
"365","@logovora Thanks so much for your support, Anne!"
"366","@KierraLBarnes Thanks so much for your support, Kierra!"
"367","@ukolandai Thanks so much for your support!"
"368","#Pakistan: Justice needed for vicious mob killing of Christian couple accused of blasphemy. http://t.co/iKellpGOYd"
"369","#Bhopal gas leak: A new generation left sick, disabled &amp; fighting for justice. @APrayerForRain http://t.co/Xr6gAx5CV7 http://t.co/MAKdRbosFb"
"370","Woman in #Iran sent to prison for volleyball protest. http://t.co/odlyQbUjM1 http://t.co/1fMhAPmGPj"
"371","""They forced a shotgun in my mouth &amp; pulled the trigger"" Justice for Chicago torture survivors http://t.co/Gt299ZrnFJ http://t.co/YqM7VKGWXy"
"372","#Bahrain: Release of activist, Nabeel Rajab, on bail merely delays decision on unjust charges. http://t.co/7Zcp2iIqIT http://t.co/vKWfJMMA6X"
"373","With just 1 letter you can shine a light on horrifying abuses around the world. Join us &amp; #Write4Rights http://t.co/XXR8QdSX0w"
"374","The #Bhopal gas leak was not just a tragedy 30 years ago, it's a human rights travesty today. Act now http://t.co/VR1Tflc0Of @APrayerForRain"
"375","MUST WATCH: Corporation evades homicide charges for over 22,000 killed by gas leak in #Bhopal, India  http://t.co/qltYu7qALr @APrayerForRain"
"376","#Ethiopia: “We interviewed former detainees with missing fingers, ears, damaged eyes &amp; scars"" http://t.co/QcuCFjwgp6 http://t.co/Pdhj7z128H"
"377",".@NABEELRAJAB faces three years in jail for a single tweet. #Bahrain must stop their brazen violation of human rights http://t.co/JhoZsJnBJy"
"378","One letter can change a life. Thousands of letters can start a movement. #Write4Rights http://t.co/LDvSaw6HqV http://t.co/OcLp4Zbwa3"
"379","Civilian death toll passes 100 as rebels in #DRC embark on campaign of sporadic slaughter http://t.co/GqR2EeYVae http://t.co/ZDY3jLOFMd"
"380","#Afghanistan: Rapist gets 20-year prison sentence, 10year old survivor, Brishna, still at risk http://t.co/I8GnsuepVd http://t.co/JZVNxCHzfe"
"381","""I will love you forever."" Reyhaneh Jabbari's heartbreaking final letter via @HuffingtonPost http://t.co/nvmhcumqCD http://t.co/itBrg4QFUZ"
"382","Killing of community leader emblematic of serious injustices faced by #humanrights defenders in #Brazil. http://t.co/q7Ym2YtlpO"
"383","The whereabouts of 43 disappeared students in #Mexico is still unknown. http://t.co/PlnTE5qNMU http://t.co/gQQJpdqcUt"
"384","#Libya: Rule of the gun, abductions, torture &amp; other war crimes by militias http://t.co/fji8Whz3xR http://t.co/rCvQuelPTq"
"385","#Malaysia: Charges against Anwar Ibrahim are a blatant attempt to silence a critical voice. http://t.co/shA8GPgFh5 http://t.co/ozkQVxjxs2"
"386","ICYMI: Powerful conversation on racial profiling and police violence in #Ferguson: http://t.co/q4vDt6Obys @TefPoe http://t.co/SXsrSFGJ62"
"387","#Bangladesh: Death penalty will not bring justice for crimes during independence war. http://t.co/via9CDTe3j http://t.co/BCHTYdjVrr"
"388","It’s been a big year for #Uganda, for all the wrong reasons. http://t.co/Kk7dvLvICp http://t.co/S0ZXBVjAAk"
"389","10 individuals arbitrarily stripped of nationality and forced out of #Bahrain. http://t.co/6DLQgemZWw http://t.co/b9sAu3xQ8B"
"390","#Iran: 31 Nobel laureates &amp; thousands more demand release of physicist, Omid Kokabee http://t.co/nmJqr7Y2gM http://t.co/FKMwbf5hqg"
"391","9 countries pressure #ElSalvador to amend repressive, harmful &amp; out-dated abortion laws http://t.co/nM4ppWnMWq http://t.co/n6PYVRDRtv"
"392","#US: Excessive use of force by police is a violation of our human rights. Act now http://t.co/7LO8TSYeYv http://t.co/j98rhXtWjV"
"393","Nobel Peace Prize laureates urge President Obama to disclose extent and use of torture in the #US. http://t.co/1kVmIV0xDJ"
"394","#Bahrain: Immediately release, Nabeel Rajab, facing 3 years in jail for ‘insulting’ tweets: http://t.co/nrh3UMbNLq http://t.co/K388358aZy"
"395","#Nigeria releases man who barely escaped the gallows after 19 years on death row: http://t.co/aOEuBcshxI http://t.co/SlVt9D5hSO"
"396","LIVE NOW: Powerful on the ground in #Ferguson testimony from @TefPoe, @Patricialicious &amp; others http://t.co/8V7sgz6pR5"
"397","#France: Stop extradition of Kazakhstani opposition activist at risk of torture http://t.co/iOJ8JEsQch http://t.co/C2XZ81rtGv"
"398","From #HongKong to #Ferguson to #Turkey; peaceful protest is always a human right. http://t.co/glC5ihaD5U http://t.co/slc3z50ApH"
"399","The execution of Reyhaneh Jabbari is another bloody stain on #Iran’s human rights record. http://t.co/th8PjCZhLI http://t.co/69sjK3gyWX"
"400","#Iran, time is running out for Reyhaneh Jabbari, authorities must ACT NOW &amp; stop her execution http://t.co/7B6hnQ7PPy http://t.co/S4wJ5RgRqe"
"401","Without accountability for police brutality, there can be no justice in #Ferguson. @StevenWHawkins @AmnestyMWRO http://t.co/hnz7BHhxzY"
"402","New Amnesty International Report Faults the Police in #Ferguson, Missouri. http://t.co/KbP9nnAVnq via @nytimes http://t.co/RDlGeieRBA"
"403",".@RahmEmanuel help us end impunity for Chicago police torture. #ReparationsNow #StopTorture #RahmRepNow http://t.co/eDEQFNg5KU"
"404","Reyhaneh Jabbari's mother was told to visit her before she's executed tomorrow: Please take action http://t.co/27tJoYZyvd #Iran @khamenei_ir"
"405","URGENT: Authorities in #Iran confirmed Reyhaneh Jabbari is set to be executed at dawn. Act now http://t.co/27tJoYZyvd http://t.co/qNP5wca1lG"
"406","@jaketapper @AgentDMiller to protect peaceful protesters &amp; not use violent acts of few to restrict rights of majority [2/2]"
"407","@jaketapper @AgentDMiller Amnesty recognizes there were several incidences of looting. But law enforcement have obligation [1/2]"
"408","The circumstances of #MikeBrown’s death must be urgently clarified. New report on #Ferguson: http://t.co/1A8zU0PIpW http://t.co/ejF84j85HH"
"409","New #Ferguson report documents human rights abuses http://t.co/w928gOXkTq and demands review of US police practices. http://t.co/m8yKpka2xi"
"410","#Mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave http://t.co/3Kgppjlk71 http://t.co/bIhEpMQj4L"
"411","Malala Yousafzai and Kailash Satyarthi are true inspirations for standing up for children's rights. #NobelPrize2014 http://t.co/RsK9lisWHB"
"412","Twitter activist arrested, tortured, put on trial in #UAE: Free Osama al-Najjar! @HHShkMohd @UAEEmbassyUS http://t.co/RTbB1Y1NzD"
"413","#SouthAfrica: Hundreds of pregnant women and girls are dying needlessly due to #HIV stigma. http://t.co/6nuXEiG4QA http://t.co/QRGFAedaaI"
"414","#Iran: Save Reyhaneh Jabbari from Execution. Act now to help fight for her life! http://t.co/Z8Hx3ne68d http://t.co/5E9VmNYhHa"
"415","#Chad: President must scrap homophobic bill. http://t.co/J6Tw8Tpr0Q"
"416","19 deaths reported as violent clashes continue across south-east #Turkey http://t.co/uXxy23O12k http://t.co/KmQ6mBlncL"
"417","ACT NOW: #HongKong police must respect the human rights of all &amp; facilitate peaceful protests! http://t.co/35vtBfxnys http://t.co/k3b9jimq1d"
"418","@SF_Chris Thanks so much for your support, Christopher!"
"419","#Ferguson is part of an ongoing human rights crisis of unchecked police violence. @HuffPostLive #FergusonOctober http://t.co/PYB2yovrdc"
"420","#USA: Unaccompanied migrant children need protection, not prison. http://t.co/g1lGW6qKdG http://t.co/bhCuA80tp8"
"421","#Azerbaijan: Peace activist &amp; human rights defender charged with ""treason"" and beaten. http://t.co/6vmkuIA8jD http://t.co/MLZzp9aE5H"
"422","8 years ago today journalist Anna Politkovskaya was gunned down in #Russia. http://t.co/LT9tZVq1Np #SpeakOutRussia http://t.co/L0YXVnARNT"
"423","Join the #Ferguson community in solidarity Oct 10-13 to ensure justice and accountability. http://t.co/jXGYtLRMOE http://t.co/UfcQ8YMSef"
"424","@ericfugier Thanks so much for your support, Eric!"
"425","@awsports23 Thanks so much for your support, John!"
"426","Protesting with more than one person in Moscow is illegal. So @amnesty took another approach: http://t.co/8bdukDvEeV #SpeakOutRussia"
"427","#Ferguson court rules ""keep moving"" law is unconstitutional. http://t.co/wgDP6lpzGs"
"428","#USA: Tell the US Government to end the cruel and inhumane practice of solitary confinement. http://t.co/UKNALYEvNk http://t.co/2dIWrDQqwj"
"429","#Netherlands: police arrest @amnestynl staff and their mannequins at protest for free assembly in #Russia. http://t.co/dFUSnuH7zd"
"430","@JuliaAdair Thanks so much for your support, Julia!"
"431","@margaux_SWK Thanks so much for your support, Margaux!"
"432","@charlieo553 Thanks so much for your support, Charlie!"
"433","@emotionalstress Thanks so much for your support, Richard!"
"434","#SriLanka: Tell authorities to investigate the disappearance of cartoonist Prageeth Eknaligoda. http://t.co/HBXLZFacV6"
"435","#Iran: Ghoncheh is still in prison over volleyball. Demand her immediate release http://t.co/uhitwTXKC5 http://t.co/PfdtFUIRDd"
"436","#USA: Individuals spend 22-24 hours a day entombed in cruel &amp; degrading solitary confinement http://t.co/ycWVm2fgAH http://t.co/XTX9D1a1bO"
"437","Today, we remember the life and legacy of Herman Wallace. After 41 years in solitary confinement he died - a free man http://t.co/Jh7SUDGk0F"
"438","Texas law puts undue burden on women and denies access to sexual and reproductive health services. http://t.co/oK2W0T164o"
"439","@Quijoticquest Thanks so much for your support, Colin!"
"440","@ninth_immortal Thanks so much for your support, Al!"
"441","@johnmerrick7 Thanks so much for your support, John!"
"442","@creativecarole Thanks so much for your support, Carole!"
"443","#HongKong: Women and girls attacked as police fail to protect peaceful protesters from violent attacks. http://t.co/Sfx0NSEFcd"
"444","For news from the ground in #HongKong follow these @AmnestyOnline people: @williamnee @patrickpoon @amnestyHK @amnestychina #OccupyCentral"
"445","As Former Commander Jon Burge Leaves Prison, Justice Still Eludes Those Tortured by Chicago Police. #StopTorture http://t.co/HOczxdlgVZ"
"446","#Bahrain must release activist Nabeel Rajab, who has been detained for 'insulting' tweets  http://t.co/ytNMjPR8r2 http://t.co/eZbd5sbrGx"
"447","Thank you @ChrisetteM for joining us today to help send the message that your words have power! #write4rights http://t.co/0xEf7j3pxY"
"448","Governor @euduaghan responds to our call to drop Moses death sentence. WATCH: http://t.co/njSggbTu7k #JusticeForMoses http://t.co/7Y6XlH6A00"
"449","#ElSalvador: The total abortion ban has led to more than a decade of suffering for women and girls. #MyBodyMyRights http://t.co/sPyHpHFQlr"
"450","@light_ted Thanks so much for your support, Ted!"
"451","@hlnmnzs Thanks so much for your support, Helen!"
"452","@Topanien, thanks so much for your support!"
"453","@AtxFran Thanks so much for your support, Fran!"
"454","#HongKong: ""I have not seen anything like this in decades""  http://t.co/vVAxB6MDOk #HongKongProtests http://t.co/2WuxJBsp6r"
"455","@Uraliceldrhnk Thanks so much for your support, Liam!"
"456",".@amnesty experts are monitoring police response to #HongKong protests around the clock."
"457","@Pashti Thanks so much for your support, Parastoo!"
"458","URGENT: Tell @euduaghan to drop Moses's death penalty tomorrow. #JusticeForMoses #StopTorture http://t.co/aGsAHR9Wvt http://t.co/7OMX6TrvZA"
"459","@abigail_titmuss Thanks so much for your support, Abi!"
"460","@marcotombesi Thanks so much for your support, Marco!"
"461","@jamht1972, thanks so much for your support!"
"462","Thank you! Over 340,000 signatures will be delivered today demanding justice for Claudia Medina. #StopTorture #Mexico http://t.co/6neuLiMDbt"
"463","#Iran must halt imminent execution of 26-year-old woman sentenced to death after deeply flawed investigation. http://t.co/jGo7KJyx8i"
"464","@Alida_Coughlin Thanks so much for your support, Alida!"
"465","@LassyMay Thanks so much for your support, May!"
"466","@amybeam Thanks so much for your support, Amy!"
"467","All six #Iran ‘Happy’ dancers sentenced to jail and flogging in flagrant assault on freedom of expression. http://t.co/LRQLfci2dq"
"468","@birdhaus0449 Thanks for your support, Ken!"
"469","@StarHeartStudio Thanks so much for your support, Joel!"
"470","@AyaN27284583 That's great. Thank you, Aya"
"471","URGENT: Tomorrow Gambia may pass law punishing “aggravated homosexuality” w/ life imprisonment http://t.co/OFdzppbgGy http://t.co/5NHohl52kO"
"472","#Nigeria's torture chambers exposed in new Amnesty report. #StopTorture http://t.co/aWgaMQgH46 http://t.co/rt9LsvZf1C"
"473","Imprisoned and threatened with death. Her crime: wanting to watch volleyball in #Iran. Act now http://t.co/YHS4ggKuEQ http://t.co/Y0i1r9ZkJZ"
"474","@keisha481 Thanks for your support!"
"475","@llovelymummy Thanks so much for your support, Aileen!"
"476","@BMashburn2 Thanks so much for your support, Blake!"
"477","@sparklingwhip Thanks so much for your support, DeAnna!"
"478","#Gambia: Tell President Jammeh to reject amendment that would punish 'aggravated homosexuality' with life in prison. http://t.co/Bui8psIMIm"
"479","#Syria is one of the most dangerous places in the world to be a child. Act now to stand #WithSyria: http://t.co/N3stbF0ywJ"
"480","#Iran: 25 year-old woman jailed standing up for her right to watch sports. Act now to demand her immediate release: http://t.co/iuTAV3SG5K"
"481","187,563 of YOU signed to #StopTheArms to #Israel and #Gaza. Today we deliver them to the @WhiteHouse http://t.co/3gMZoA3ZrM"
"482","It’s time for the US to stop fueling the conflict in #Israel and #Gaza. http://t.co/3hZnkXsThh"
"483","Claudia was beaten &amp; electrocuted to force a 'confession'. Act now to #StopTorture http://t.co/d6oynzbp6p"
"484","#Pakistan should immediately stop plans to carry out first civilian execution in 6 years. http://t.co/2lxCLYx7l7"
"485","#Ebola: Reported cases of discrimination and stigmatization of victims in struggling healthcare system. http://t.co/FhaZwosw8i"
"486","Full deployment of UN peacekeepers in #CentralAfricanRepublic urgently needed to protect civilian lives http://t.co/9BXoq1Aqi3"
"487","@wonufo Thanks so much for your support, Carlos!"
"488","What could you, would you do to change #humanrights across the Americas? Follow @AIMexico @StevenWHawkins @marselhagm to join the discussion"
"489","Great news! Amnesty #PrisonerofConscience Alex Sodiqov has been #released from Tajik prison, is home in Canada. Thx to all who took action!"
"490","Revenge attacks and killings sprees. @DRovera reports from Samarra, #Iraq http://t.co/4BmrdgTQAE"
