"","x"
"238","Parents before you head out for #datenight here's four questions to ask your babysitter http://t.co/5kwQ6YZEUP"
"239","It's Pet First Aid Awareness Month, be ""PURR""pared by downloading our Pet First Aid App! http://t.co/uy3iNMmnTQ http://t.co/6lAO8EBSQK"
"240","[BLOG POST} Compression and compassion and other lessons learned from a #CPR course http://t.co/7hAElFwDe3"
"241","[BLOG POST} Disaster volunteer @duanehallock takes you along for a journey to #Oso: http://t.co/zYxevaP75v  #WALandslide"
"242","Kudos to those running in 2day's #BostonMarathon!  Your determination and courage make us all #BostonStrong! #WeRunTogether"
"243","Team #RedCross is ready for today's #BostonMarathon: http://t.co/TfpKP5vRXF #BostonStrong #WeRunTogether http://t.co/HDenXWjIxZ"
"244","DISASTER UPDATE: @KoreanRedCross responds to today's ferry accident in South Korea: http://t.co/BRGlbsLhJi"
"245","The people of #WESTTX are standing strong 1 year after the #WestTexasExplosion and we're there to help http://t.co/n3eq4S46W1"
"246","Here's how we're using social data to save lives: http://t.co/tvktk0aa1v (via @huffingtonpost)"
"247","Today, our thoughts are with the families of the victims of the #BostonMarathon bombing and the people of Boston.   #BostonStrong"
"248","Reflecting today on a great #RedCross Month made possible with support of @USBank  @WaWa &amp; all of u! http://t.co/cMHSNZUD2A"
"249","Join us NOW for our LIVE Chat with cast members from @NBCChicagoFire http://t.co/kN80Eu03QZ! http://t.co/nmLx6a7HwZ"
"250","@MrArmstrong13  kudos to @JessicaMonaldo!  Lets stay in contact would love to share your story with more folks to get the word out."
"251","In honor of #RedCross month here's a ""Happy"" Dance: http://t.co/03hSvACtTG  #DWTS #BeAHero"
"252","Be prepared for future earthquakes with our FREE #RedCross #earthquake app: http://t.co/35mQYq0xvk #LAEarthquake"
"253","Here's what to do after an earthquake hits: http://t.co/HcpPXW6l25 #LAEarthquake #LosAngeles"
"254","Congrats to our friend @SamChampion on launching #AMHQ on @WeatherChannel! We forecast a great show! http://t.co/tUEAchiXlD"
"255","#MarchMadness is here &amp; preparedness is the #1 seed in our bracket: http://t.co/AbJ0Fw7g9V"
"256","Make it a Happy Friday for someone, schedule a blood donation 2 day! It's easy as #Pi! http://t.co/RzXX7atTTy #PiDay"
"257","We’re turning #REDforSYRIA in solidarity w/volunteers&amp;aid workers who risk their lives to help. Join us: http://t.co/jj3bvDiFma #Syria"
"258","@lizdahlem and thanks you and your team for providing coverage and updates."
"259","@HarmonyHunter14 and we are thankful for platelet donors like you!  #RedCross"
"260","@RoadsForLife heres a link for contact info for the Lebanese Red Cross: http://t.co/SRNRgZSNQ4"
"261","@gizzyfbaby looking forward to you taking time to #BeAHero for #RedCross next Weds."
"262","@pdbarringer double thanks goes to you pastor for taking the time to #BeAHero! #RedCross"
"263","A tribute to the amazing women of the #RedCross cantene service:  http://t.co/io4KsVJsSm  #WomensHistoryMonth http://t.co/v0T6lkUffB"
"264","Here's how we're assisting people affected by the #EastHarlemExplosion: http://t.co/qRCZYZN97T (via @redcrossny) http://t.co/Gl0kwATwjn"
"265","Follow @redcrossny for the latest updates on the #RedCross response to the #EastHarlemExplosion today."
"266","@ColonelNBreen congrats on passing the class!"
"267","@AmberRachelle11 you also made a difference today Amber! Way to #BeAHero"
"268","@marenjjohnson we're so vein :) #RedCross"
"269","@ULuvTish thanks for spreading the word Patti!  Good job, you should offer people cake too, I'm sure they would join you then! #RedCross"
"270","@NikiTaylorInc niki, we are so happy to have you on our team! #BeAHero"
"271","@ambeerleighxo way to go! #BeAHero"
"272","One blood donor's name will be added 2 our car in April &amp; it could be you:  http://t.co/YV3blZciG9  #Kobalt400 http://t.co/fDL6SXe2c2"
"273","Share why you're proud to #giveblood using #ImProud2Give and we'll #post-it our #Kobalt400 #3M twitter wall! http://t.co/Cp8cNgDm6t"
"274","Countdown to #DaylightSavingTime2014 dont forget to #springforward and also to change your smoke detector batteries #BeAHero"
"275","TONITE: Set your clock forward 4 #DaylightSavingsTime to save light and  change your smoke alarm batteries to save lives."
"276","@AdSupplyWille thanks for volunteering!"
"277","@kristavoda thanks for the tweet and the photo @163MTEAM!  We are super excited to hit the track this week! #ImProud2Give"
"278","Calling all blood donors, we want to hear from you today!  Use #ImProud2give to let us know why you give blood! #BeAHero"
"279","@champagne_nick we second that shoutout to @mkc419!  You rock!"
"280","Here's what @NASCAR driver &amp; blood donor @gbiffle will be driving this weekend at the #Kobalt400! http://t.co/pe3AiCNxqu"
"281","#RedCross instructor Jorge Medina shares infant #CPR tips @Univision today w/family of baby saved by #CPR on hwy http://t.co/6PG6cypNNo"
"282","The #RedCross and @WeatherChannel are separating #myths from facts this #tornado season: http://t.co/UEqopS0neh"
"283","In honor of #RedCross Month &amp; #NationalPancakeDay here's a ""stack"" of ways you can #BeAHero: http://t.co/pOjZx2OZWp"
"284","{VIDEO} Ukranian #RedCross teams are working in #Kiev, providing first aid to the wounded from both sides http://t.co/Oz68QeehEJ"
"285","@tbish_14 hey taylor you can still #BeAHero this month, here are some ideas http://t.co/vkbaUWk1Hg"
"286","@LaurenEvans10 Lauren and Andy,  thats some of the best news we have heard all day! #RedCross Month! @WilxTV"
"287","@DeejayDj thanks for the shoutout!"
"288","Hey @WhoopiGoldberg we agree that all heroes don't need capes.   Heres to our #EveryDayHeroes! http://t.co/gXPwLbpTUQ"
"289","For best potentially life saving gift, the award goes to our #blood, #plasma and #platelet donors!  #EveryDayHeroes #TheOscars2014"
"290","We have a write-in vote for the #Oscars2014 #EveryDayHeroes montage -- our 500,000 volunteers across the country!  #BeAHero"
"291","Tonite #TheOscars2014 honors Heroes in Hollywood, this month we honor #EveryDayHeroes making a difference each day!  #BeAHero"
"292","Yet another winter storm is on its way,  here's how you should prepare: http://t.co/FfL3USzYV1  #BeAForce"
"293","@DMGarofalo danielle, sorry to hear that, perhaps you can DM us your contact info so we can check into this further."
"294","@RepPaulTonko thanks for your support of #RedCross month and highlighting opps for people to #BeAHero!"
"295","@SenatorCarper thanks for spreading the word about #RedCross month and the importance of volunteers! #BeAHero"
"296","@SenThadCochran thanks for spreading the word about #RedCross Month and preparedness! #BeAHero"
"297","@whitehouse proclaims #March is #RedCross Month!  #BeAHero &amp; join the celebration: http://t.co/aF27T1pLqT http://t.co/TE64hOp8Vr"
"298","@whitehouse proclaims #March is #RedCross Month! #BeAHero &amp; join the celebration: http://t.co/qYYw7ZaaZm http://t.co/YAc0cIRaya"
"299","@JBWARCSNJ Jess, we are very happy to have volunteers like you! #BeAHero"
"300","@JTA4T thanks John. We really appreciate it it!"
"301","@jeremy_rob14 hey jeremy thanks for the kind words, and we are returning the favor and following back :)"
"302","@jlgolden want to connect with you when you get a chance."
"303","Happy Birthday to our friend and National #RedCross Celebrity Cabinet Member @NancyODell!"
"304","@joshcadorette way to go Josh!  From rookie to MVP in a matter of minutes :)"
"305","@HappyFunTime Thanks for catching that! It's been fixed. Good luck with the course! :)"
"306","@BrintG there are many ways! You can lend your skills to disaster response, or lead your community. All listed here: http://t.co/kHOgJN1uwk"
"307","VIDEO: Greg Biffle (@gbiffle) is revved up about donating blood and here's why: http://t.co/IDoGzvldD9 #Daytona500 #giveblood"
"308","Congrats to #RedCross Celebrity Cabinet member @llcoolj on winning an award tonight at the #ImageAwards!"
"309","Thanks @DrOz for spreading the word about our FREE first aid app!  http://t.co/nKw5nZTKpT"
"310","@vulpesgirl hey leila, if you close your eyes and think about the lives you are saving that can help overcome the fear! :)"
"311","Are you sick of #winter #storms and #snow? What a coincidence, we are too. Stay Warm! https://t.co/fqd8xnd6At"
"312","Hey @RedCrossWWA you all set to help keep the #12s safe and warm on the parade route during #Celebrate48 today?"
"313","Scheduling a blood donation may not change the weather outside but saving lives can brighten your day:  http://t.co/g3cUQJjxXY"
"314","Follow the @PrepareCenter event this morning on Innovation in Urban Disaster Preparedness via livestream or #GDPC: http://t.co/m0pHeToG8l"
"315","What should you do when there's a power outage?  Here's 4 bright ideas: http://t.co/wv31LL7BWv"
"316","#RedCross instructor @LipicaShah serving up some #kitchen safety tips on the  @DrOz show 2 day! http://t.co/MI7IDLaIcW"
"317","From our Services to Armed Forces team:  here's six #military moments from the #Super Bowl http://t.co/2Yn25aQL1u"
"318","Hi Heather, we do have a FREE First Aid App that you can download here: http://t.co/jt83DrgiAa @WondHerful @klgandhoda"
"319","To beat the #flu on #SuperBowl Sunday remember this tip, don't use your hands when dipping in the chips! http://t.co/d6LveMi7yN"
"320","Best part of the #puppybowl all of the players go home winners!"
"321","Here's a super story of a blood donor who won #SuperBowl tix!  Read more: http://t.co/MmcC3o6eal"
"322","Be your pet's #MVP! After the #PuppyBowl get your paws on our new Pet First Aid App http://t.co/3JkFxzAJau http://t.co/krg5E9k8ZI"
"323","VIDEO:#CoachRC has tips on how to keep the flu from sidelining your #SuperBowl party: http://t.co/5AsU5jT8Ai"
"324","@LipicaShah Thank you so much for your support! We're proud to have you represent us!"
"325","@RedMoonTeam Great to hear! Thanks for getting trained in these lifesaving skills. :)"
"326","Hey @Seahawks and @Broncos here are four cold weather tips to add to your #SuperBowl gameplan http://t.co/qXqF7cQFMM"
"327","Don't let the flu sideline your #SuperBowl party! Here's 7 tips to keep the flu on the bench http://t.co/d6LveMi7yN"
"328","Donating blood for the first time?  Here's some advice from #RedCrosser @hrstroud http://t.co/w9LmQhAiba"
"329","FACT: Heating fires are the second leading cause of home fires.  Here's how to safely heat your home this winter: http://t.co/E35JB0fMRZ"
"330","@dianetamara thank you so much for donating! We're glad to hear that it went well."
"331","@BradNitzWSB @ricosuave1911 Follow @AtlantaRedCross for the latest- they are providing food+water to those stranded."
"332","@katiebravesfan We're so glad we were able to help. Hoping that you will be able to return home soon."
"333","5 easy ways to prevent your pipes from freezing tonight http://t.co/6UXm7wtY68"
"334","Just in time for this latest round of #winter weather, here's 10 tips to stay safe &amp; warm: http://t.co/JM6zLo6cNh"
"335","Free cookies enticed @hrstroud to #donate #blood for the first time. YAY! https://t.co/eDikf0anIl"
"336","More #winter storms headed your way?   Here's five things to do right now to prepare: http://t.co/Z8dtx9eaSI"
"337","Calling all Type O's, and that's not a typo :)  Type-O #blood donors are needed now, visit http://t.co/nm46PIcOzy to make an appt 2 day"
"338","Here's 10 ways to keep the flu bug from buzzing in your workplace: http://t.co/t8IAxsMC22"
"339","This remix of @lordemusic's 'royals' with some emergency prep tips is music to our ears http://t.co/ZpSwyd45gz #GRAMMYs"
"340","Ever wonder what impact blood donations have?  Meet 8 year old heart patient Jacqueline Rodgers http://t.co/wTiI9XNMIf"
"341","@ScliffetKing whats the puppy's name?  They are lucky to have such a great family.  Thanks for downloading the #Pet First Aid App!"
"342","@john_oco thank you so much for your donation today! #HiFive for you!"
"343","@davehaasjr thanks dave, glad you liked our #SimCity integration!"
"344","Even at 2AM, the #RedCross is there to help: http://t.co/D0OV4kIcV9"
"345","Here's how blood donations helped a high school wrestler get back on the mat! http://t.co/Q1uQ8kK1oc #giveblood"
"346","@ScottSeeke, #spoiler alert at the end of the process today your blood donation may save up to three lives, thanks again!"
"347","@frannieOh Hi Frannie - the policy is mandated by the FDA, not us (all blood collection agencies are req'd to follow)"
"348","If you're eligible, PLEASE consider rolling up a sleeve to donate #blood! Appts at http://t.co/7P69I2VzpR http://t.co/b6iWUMQMYX"
"349","See how bright young minds,  robots and #legos are shaping the future of #disaster response: http://t.co/OyEiKtywQg #youthprepweek"
"350","Donating blood today?   We want to hear from you!   #NationalBloodDonorMonth"
"351","Whew!  Its #cold outside!  Here's 10 ways to stay safe and warm http://t.co/LyMByWEhD3"
"352","#Winter #weather cancelled 11k+ #blood donations since Jan 1. Roll up your sleeves if you can!  https://t.co/lcbUWnApMB"
"353","Check out our #snowday 'survival' tips before heading outside with the kids today http://t.co/Soss0MOYeH"
"354","@the_drc hey darcie, looking forward to your support today.  O negative blood donors are needed urgently!  Have a great day!"
"355","Snow keeping you in? Clarence Barton encourages you to have a kit on hand. Bundle up and be safe. https://t.co/sydJ9ROqIR"
"356","Here's the top 5 things you should do if winter weather is headed your way: http://t.co/yEi3Huo88h #snowday"
"357","Are winter storms headed your way?  Here's 5 things you should do NOW to be prepared   #RedCrossReady http://t.co/yEi3Huo88h"
"358","Kudos to our #RedCrossers across the country that are spending #MLKDay #givingblood to save lives, teaching #safety &amp; #volunteering."
"359","@kellyripa @michaelstrahan, thx for talking #CPR 2day on @kellyandmichael,  let us know if you need more #CPR tips!  we're here 2 help!"
"360","Its #ChampionshipSunday and you can be the real #MVP by scheduling a blood donation to help save lives!  http://t.co/cVgSNOHEQd"
"361","Bob's finding purrrfect evac tips in the #RedCross #pets app! http://t.co/bpHagxbyj1 http://t.co/QqKvxGK4Fj"
"362","Don't forget to send in your #HolidayMail for our heroes today! http://t.co/SK2dYJmjm8"
"363","#NelsonMandela -- activist, leader, and true humanitarian, your legacy of service to all mankind will forever be an inspiration to all."
"364","@josephcaserto thanks so much!"
"365","Don't be left in the dark during a power outage this winter, here's a few bright ideas for how to prepare: http://t.co/OigsORw4Yn"
"366","@josephcaserto the #HolidayMail cards need to be postmarked by 12/6."
"367","Are you in the path of the #winterstorm or affected by the #coldsnap? Stay informed and get prepared w/safety tips: http://t.co/9u1RA6cSv4"
"368","@KekesKidrauhl thanks Chelsea for supporting #GivingTuesday! Here's a treat from us. http://t.co/Jg7pY9f0hD"
"369","@Marshall_ATO way to go fellas!  Thanks for supporting the #HolidayMail program! http://t.co/GXkM5liouO"
"370","@JessicaGr33n hey jessica, thanks for your support of #GIvingTuesday, here's an extra treat from us! http://t.co/JOGodQV5tJ"
"371","@jturk17 hey jessica thanks for giving blood today for #GivingTuesday! Here's an extra treat from us! http://t.co/IzcDxCMnD8"
"372","@clmgiudici thank you so much for your support!"
"373","Thanks @carmenelectra @NancyODell and @KekePalmer for closing our #GivingTuesday with a bang!  #givewithmeaning http://t.co/8NATbNxXAh"
"374","Your willingness to #givewithmeaning makes us proud to do what we do. Frm our leader Gail McGovern: #GivingTuesday http://t.co/CakfCRvM9k"
"375","@bugrobertson Thanks for sending along your support today!  So sweet - just like this cuddly bear :) http://t.co/1GyukIwI3X"
"376","@jturk17 @edsheeran we aim for a ""rock out while you bleed out"" experience! Thanks for being a blood donor! http://t.co/31afxunIs8"
"377","@Marcus_JH THANK YOU for being a donor!"
"378","@carmenelectra We'd like to THANK YOU for your support with this flying turtle - you're awesome!  #GivingTuesday http://t.co/g9DZfi9tUM"
"379","@JLo We also love the spirit of #GivingTuesday! Thanks for participating. Here, have a singing unicorn! http://t.co/fxJGkNHu85"
"380","@SweetMelissa18 THANK YOU for your donation! We have a nice unicorn to give you as a sign of our gratitude! http://t.co/QvqLBdzKDo"
"381","@JenMNRN good job on donating blood for #GivingTuesday! we're proud of you! http://t.co/iqORRBInVS"
"382","A blanket + cot are one of the first things you'll receive at a shelter http://t.co/1jsA5cVU4M #GivingTuesday http://t.co/k5onF21fAA"
"383","@breakingnycnews @htimms here's a big apple for our friends in the big apple! http://t.co/JX0XvADCa7"
"384","@htimms you're pretty cool for all the work you do w/ #GivingTuesday - thx for participating in our part of it! http://t.co/2H4H9RdYBj"
"385","@Luv_Miranda_C there are lot of great orgs here in the US doing great work - we partner with many of them!"
"386","BTW, we've been having a wonderful time sharing in all the good cheer of #GivingTuesday! Thank you for being wonderful!"
"387","@TALKWORKCOMPcom thanks for your support! Here's some positive energy for YOU! http://t.co/Sy7Izh6pda"
"388","LAST GIFT! Give the gift of warmth with a comforting blanket http://t.co/1jsA5cVU4M #GivingTuesday http://t.co/VtHPaf4DOM"
"389","@MarleeMatlin thank you so much for your support on #GivingTuesday! Here's a gift for being so nifty http://t.co/pzFkWfaGaG"
"390","@MotoSolutions have a cheering giraffe as our way of saying ""THANKS!"" for the support! http://t.co/5Nc3W90eQC"
"391","@grodriguez2020 @siena wow, that's an awesome gift! Here's one for you, too! http://t.co/wcBTfPbEkF"
"392","@coleIM5 Thanks for the #GivingTuesday shout out for Lindsey!"
"393","A hot meal from a Red Cross volunteer usually includes a ((hug)) #GivingTuesday http://t.co/9746zU7k94 http://t.co/RTXdFTqCom"
"394","@BobbyPellegrino We agree - those are pretty great gifts! Thx for the #GivingTuesday mention! Here, have a unicorn! http://t.co/3p1fcgAL69"
"395","@FavoriteStaff kudos for supporting #GivingTuesday by donating blood!  Here's a message for you! http://t.co/N4Q5C937PM"
"396","@dcborn61 HAPPY BIRTHDAY! Here's another present for you! http://t.co/sp4WnvTi6m"
"397","@Its_Jess__  Hi Jess, thanks for those kind words!  We were happy to be there to assist!  #GivingTuesday"
"398","@RosiePope hey Rosie, thanks for your support on #GivingTuesday! Here's a special treat from us! #givewithmeaning http://t.co/TBDAdGQMZp"
"399","Thx to all who contributed so far #GivingTuesday - we're loving the messages! Visit @GivingTues for more giving-related conversations today."
"400","For #WorldToiletDay, learn how a toilet changed this man's life by making sanitation safe: http://t.co/S1CgnUO1lI http://t.co/PvABMlyPlc"
"401","Last night &gt;100 ppl stayed in 25 shelters in 4 states due to tornadoes. Today, our chapters continue delivering food, water, relief supplies"
"402","@a_ry11 @EmilyCHbbs connect w/your local chapter and ask if they need help or know of other opps. Needs are being determined. Thanks!"
"403","@CarynTurrel you can help us by donating to disaster relief http://t.co/3qQ1eIbBSg. Ask local chapter/community groups for vol. opps. Thx!"
"404","@kalesssy great job being prepared- having an emergency kit is always a good idea! We hope you won't need it anytime soon. @KRANkyleMON"
